,lowest_price_good_now,id,dateutc,listing_count,avg_price,lowest_price_good_ago,lowest_price,highest_price,city,venuename,venuescore,ticket_score,home_team,away_team,hometeamscore,awayteamscore,daysaway,dateloaded,cntStars_home,WPCT_home,STRK_home,rankNBA_home,cntStars_away,WPCT_away,STRK_away,rankNBA_away,HomeAVG,HomePCT,AwayAVG,AwayPCT,TotalAVG,TotalPCT,Population,numTeams,holiday,weekday,dateutcindateform
216,57.0,2759774,2016-02-27,5115.0,139.0,57.0,57.0,4914.0,New York,Madison Square Garden,0.89811,0.8451,New York Knicks,Orlando Magic,0.81218,0.67871,90,2015-11-29,1,0.471,-3.0,19,0,0.5,2.0,18,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-02-27
217,46.0,2759755,2016-01-08,1628.0,130.0,46.0,46.0,2206.0,Chicago,United Center,0.85163,0.806,Chicago Bulls,Boston Celtics,0.76158,0.74904,40,2015-11-29,2,0.643,-1.0,8,0,0.563,2.0,12,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Friday,2016-01-08
218,44.0,2759369,2015-12-22,1675.0,145.0,45.0,45.0,3273.0,Chicago,United Center,0.85163,0.80224,Chicago Bulls,Brooklyn Nets,0.76158,0.75544,23,2015-11-29,2,0.643,-1.0,8,3,0.188,-2.0,28,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2015-12-22
219,40.0,2759356,2016-03-18,1620.0,132.5,31.0,31.0,2206.0,Chicago,United Center,0.85163,0.81252,Chicago Bulls,Brooklyn Nets,0.76158,0.75544,110,2015-11-29,2,0.643,-1.0,8,3,0.188,-2.0,28,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Friday,2016-03-18
220,73.0,2759822,2016-01-02,1680.0,203.0,73.0,73.0,3051.0,Chicago,United Center,0.85163,0.81734,Chicago Bulls,New York Knicks,0.76158,0.81218,34,2015-11-29,2,0.643,-1.0,8,1,0.471,-3.0,19,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Saturday,2016-01-02
221,40.0,2759805,2016-03-24,1546.0,135.0,41.0,41.0,3273.0,Chicago,United Center,0.85163,0.81619,Chicago Bulls,New York Knicks,0.76158,0.81218,116,2015-11-29,2,0.643,-1.0,8,1,0.471,-3.0,19,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2016-03-24
222,24.0,2759622,2015-12-15,1902.0,99.0,28.0,28.0,2316.0,Chicago,United Center,0.85163,0.78597,Chicago Bulls,Philadelphia 76ers,0.76158,0.70023,16,2015-11-29,2,0.643,-1.0,8,0,0.0,-17.0,30,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2015-12-15
223,32.0,2759616,2016-04-14,1526.0,120.5,30.0,30.0,2280.0,Chicago,United Center,0.85163,0.80017,Chicago Bulls,Philadelphia 76ers,0.76158,0.70023,137,2015-11-29,2,0.643,-1.0,8,0,0.0,-17.0,30,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2016-04-14
224,59.0,2759358,2015-12-29,1815.0,141.0,58.0,58.0,3677.0,Chicago,United Center,0.85163,0.79981,Chicago Bulls,Toronto Raptors,0.76158,0.68538,30,2015-11-29,2,0.643,-1.0,8,1,0.647,4.0,7,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2015-12-29
225,46.0,2759362,2016-02-20,1602.0,150.5,43.0,43.0,2500.0,Chicago,United Center,0.85163,0.80066,Chicago Bulls,Toronto Raptors,0.76158,0.68538,83,2015-11-29,2,0.643,-1.0,8,1,0.647,4.0,7,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Saturday,2016-02-20
226,53.0,2759432,2015-12-19,1741.0,140.0,53.0,53.0,2500.0,Chicago,United Center,0.85163,0.79768,Chicago Bulls,Detroit Pistons,0.76158,0.63675,20,2015-11-29,2,0.643,-1.0,8,0,0.5,-1.0,17,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Saturday,2015-12-19
227,39.0,2759438,2016-04-03,1527.0,149.0,41.0,41.0,2501.0,Chicago,United Center,0.85163,0.80659,Chicago Bulls,Detroit Pistons,0.76158,0.63675,126,2015-11-29,2,0.643,-1.0,8,0,0.5,-1.0,17,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2016-04-03
228,62.0,2759359,2015-12-31,1612.0,182.0,57.0,57.0,3677.0,Chicago,United Center,0.85163,0.79255,Chicago Bulls,Indiana Pacers,0.76158,0.67748,32,2015-11-29,2,0.643,-1.0,8,2,0.667,4.0,4,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2015-12-31
229,42.0,2759366,2016-01-06,1656.0,124.5,35.0,35.0,2206.0,Chicago,United Center,0.85163,0.78779,Chicago Bulls,Milwaukee Bucks,0.76158,0.63561,38,2015-11-29,2,0.643,-1.0,8,0,0.353,-3.0,25,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Wednesday,2016-01-06
230,35.0,2759357,2016-03-08,1606.0,122.0,35.0,35.0,2500.0,Chicago,United Center,0.85163,0.78448,Chicago Bulls,Milwaukee Bucks,0.76158,0.63561,100,2015-11-29,2,0.643,-1.0,8,0,0.353,-3.0,25,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2016-03-08
231,54.0,2759638,2016-01-26,1628.0,143.0,52.0,52.0,2500.0,Chicago,United Center,0.85163,0.80664,Chicago Bulls,Miami Heat,0.76158,0.78556,58,2015-11-29,2,0.643,-1.0,8,2,0.667,1.0,5,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2016-01-26
232,60.0,2759642,2016-03-12,1612.0,154.0,53.0,53.0,2905.0,Chicago,United Center,0.85163,0.81526,Chicago Bulls,Miami Heat,0.76158,0.78556,104,2015-11-29,2,0.643,-1.0,8,2,0.667,1.0,5,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Saturday,2016-03-12
233,42.0,2759456,2016-01-12,1585.0,121.0,41.0,41.0,2390.0,Chicago,United Center,0.85163,0.79183,Chicago Bulls,Washington Wizards,0.76158,0.71482,44,2015-11-29,2,0.643,-1.0,8,2,0.429,-4.0,21,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2016-01-12
234,33.0,2759495,2016-02-25,1644.0,123.0,36.0,36.0,2280.0,Chicago,United Center,0.85163,0.78657,Chicago Bulls,Washington Wizards,0.76158,0.71482,88,2015-11-29,2,0.643,-1.0,8,2,0.429,-4.0,21,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2016-02-25
235,56.0,2759967,2016-02-28,1517.0,156.5,52.0,52.0,3273.0,Chicago,United Center,0.85163,0.79021,Chicago Bulls,Portland Trail Blazers,0.76158,0.68025,91,2015-11-29,2,0.643,-1.0,8,1,0.412,1.0,22,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2016-02-28
236,45.0,2759370,2016-03-20,1615.0,153.0,46.0,46.0,2905.0,Chicago,United Center,0.85163,0.78627,Chicago Bulls,Utah Jazz,0.76158,0.61492,112,2015-11-29,2,0.643,-1.0,8,1,0.533,2.0,13,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2016-03-20
237,48.0,2759373,2015-12-11,1826.0,145.0,58.0,58.0,3276.0,Chicago,United Center,0.85163,0.81648,Chicago Bulls,Los Angeles Clippers,0.76158,0.75481,12,2015-11-29,2,0.643,-1.0,8,2,0.5,1.0,15,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Friday,2015-12-11
238,137.0,2759376,2016-02-22,1327.0,249.0,98.0,98.0,4265.0,Chicago,United Center,0.85163,0.81525,Chicago Bulls,Los Angeles Lakers,0.76158,0.76225,85,2015-11-29,2,0.643,-1.0,8,1,0.133,-5.0,29,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Monday,2016-02-22
239,21.0,2759360,2015-12-08,1817.0,92.0,26.0,26.0,2316.0,Chicago,United Center,0.85163,0.79036,Chicago Bulls,Phoenix Suns,0.76158,0.65676,9,2015-11-29,2,0.643,-1.0,8,1,0.438,-4.0,20,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2015-12-08
240,30.0,2760055,2016-03-22,1607.0,114.0,32.0,32.0,2500.0,Chicago,United Center,0.85163,0.79025,Chicago Bulls,Sacramento Kings,0.76158,0.63436,114,2015-11-29,2,0.643,-1.0,8,2,0.333,-2.0,26,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2016-03-22
241,55.0,2759531,2016-01-16,1547.0,159.0,53.0,53.0,2905.0,Chicago,United Center,0.85163,0.79909,Chicago Bulls,Dallas Mavericks,0.76158,0.72547,48,2015-11-29,2,0.643,-1.0,8,3,0.588,1.0,9,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Saturday,2016-01-16
242,62.0,2759368,2016-03-06,1565.0,174.0,56.0,56.0,3677.0,Chicago,United Center,0.85163,0.7995,Chicago Bulls,Houston Rockets,0.76158,0.67121,98,2015-11-29,2,0.643,-1.0,8,2,0.375,1.0,23,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2016-03-06
243,33.0,2759372,2015-12-17,1922.0,99.0,33.0,33.0,2316.0,Chicago,United Center,0.85163,0.79798,Chicago Bulls,Memphis Grizzlies,0.76158,0.67402,18,2015-11-29,2,0.643,-1.0,8,2,0.529,-1.0,14,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2015-12-17
244,121.0,2760132,2016-01-21,1270.0,204.0,101.0,101.0,3272.0,Chicago,United Center,0.85163,0.81566,Chicago Bulls,Golden State Warriors,0.76158,0.7593,53,2015-11-29,2,0.643,-1.0,8,3,1.0,18.0,1,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2016-01-21
245,129.0,2759371,2016-04-10,1457.0,310.5,121.0,121.0,5587.0,Chicago,United Center,0.85163,0.81527,Chicago Bulls,Cleveland Cavaliers,0.76158,0.6441,133,2015-11-29,2,0.643,-1.0,8,2,0.765,2.0,3,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2016-04-10
246,36.0,2759361,2016-02-11,1564.0,123.0,36.0,36.0,2280.0,Chicago,United Center,0.85163,0.7819,Chicago Bulls,Atlanta Hawks,0.76158,0.68801,74,2015-11-29,2,0.643,-1.0,8,0,0.579,-1.0,11,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Thursday,2016-02-11
247,27.0,2759367,2016-03-29,1579.0,121.0,29.0,29.0,2831.0,Chicago,United Center,0.85163,0.78092,Chicago Bulls,Atlanta Hawks,0.76158,0.68801,121,2015-11-29,2,0.643,-1.0,8,0,0.579,-1.0,11,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Tuesday,2016-03-29
248,47.0,2759378,2015-12-13,1620.0,146.0,60.0,60.0,2978.0,Chicago,United Center,0.85163,0.79856,Chicago Bulls,New Orleans Pelicans,0.76158,0.6474,14,2015-11-29,2,0.643,-1.0,8,1,0.235,-2.0,27,21800.0,104.2,17164,87.7,19150,95.1,9156000.0,5.0,0,Sunday,2015-12-13
249,8.0,2759742,2016-01-10,974.0,64.0,10.0,10.0,1142.0,Memphis,FedExForum,0.7519,0.73746,Memphis Grizzlies,Boston Celtics,0.6739,0.74908,42,2015-11-29,2,0.529,-1.0,14,0,0.563,2.0,12,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-01-10
250,15.0,2759804,2016-01-17,995.0,79.0,14.0,14.0,1213.0,Memphis,FedExForum,0.7519,0.77115,Memphis Grizzlies,New York Knicks,0.6739,0.81215,49,2015-11-29,2,0.529,-1.0,14,1,0.471,-3.0,19,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-01-17
251,14.0,2758927,2016-04-02,1094.0,93.0,13.0,13.0,1213.0,Memphis,FedExForum,0.7519,0.75813,Memphis Grizzlies,Toronto Raptors,0.6739,0.68539,125,2015-11-29,2,0.529,-1.0,14,1,0.647,4.0,7,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2016-04-02
252,21.0,2759388,2016-04-06,1011.0,130.0,21.0,21.0,1213.0,Memphis,FedExForum,0.7519,0.76086,Memphis Grizzlies,Chicago Bulls,0.6739,0.76158,129,2015-11-29,2,0.529,-1.0,14,2,0.643,-1.0,8,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Wednesday,2016-04-06
253,7.0,2759433,2016-01-15,1035.0,59.0,8.0,8.0,1213.0,Memphis,FedExForum,0.7519,0.72672,Memphis Grizzlies,Detroit Pistons,0.6739,0.63675,47,2015-11-29,2,0.529,-1.0,14,0,0.5,-1.0,17,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Friday,2016-01-15
254,15.0,2759207,2015-12-20,922.0,79.0,18.0,18.0,1213.0,Memphis,FedExForum,0.7519,0.7319,Memphis Grizzlies,Indiana Pacers,0.6739,0.67765,21,2015-11-29,2,0.529,-1.0,14,2,0.667,4.0,4,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2015-12-20
255,9.0,2758985,2016-01-29,1160.0,65.0,6.0,6.0,1213.0,Memphis,FedExForum,0.7519,0.69968,Memphis Grizzlies,Milwaukee Bucks,0.6739,0.63561,61,2015-11-29,2,0.529,-1.0,14,0,0.353,-3.0,25,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Friday,2016-01-29
256,7.0,2759847,2015-12-12,1059.0,57.5,5.0,5.0,1213.0,Memphis,FedExForum,0.7519,0.72591,Memphis Grizzlies,Charlotte Hornets,0.6739,0.6621,13,2015-11-29,2,0.529,-1.0,14,1,0.588,1.0,10,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2015-12-12
257,24.0,2759692,2015-12-30,929.0,100.5,16.0,16.0,1213.0,Memphis,FedExForum,0.7519,0.7564,Memphis Grizzlies,Miami Heat,0.6739,0.78556,31,2015-11-29,2,0.529,-1.0,14,2,0.667,1.0,5,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Wednesday,2015-12-30
258,3.0,2759484,2015-12-15,1134.0,41.0,6.0,6.0,1213.0,Memphis,FedExForum,0.7519,0.72864,Memphis Grizzlies,Washington Wizards,0.6739,0.71492,16,2015-11-29,2,0.529,-1.0,14,2,0.429,-4.0,21,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Tuesday,2015-12-15
259,9.0,2759339,2016-01-09,1012.0,83.0,6.0,6.0,1213.0,Memphis,FedExForum,0.7519,0.73774,Memphis Grizzlies,Denver Nuggets,0.6739,0.6663,41,2015-11-29,2,0.529,-1.0,14,0,0.353,-6.0,24,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2016-01-09
260,8.0,2759337,2016-03-31,1026.0,63.0,8.0,8.0,1213.0,Memphis,FedExForum,0.7519,0.67408,Memphis Grizzlies,Denver Nuggets,0.6739,0.6663,123,2015-11-29,2,0.529,-1.0,14,0,0.353,-6.0,24,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Thursday,2016-03-31
261,12.0,2759296,2016-02-20,1077.0,99.0,12.0,12.0,1213.0,Memphis,FedExForum,0.7519,0.76446,Memphis Grizzlies,Minnesota Timberwolves,0.6739,0.64841,83,2015-11-29,2,0.529,-1.0,14,1,0.5,3.0,16,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2016-02-20
262,10.0,2759271,2016-03-17,1106.0,68.0,9.0,9.0,1213.0,Memphis,FedExForum,0.7519,0.69093,Memphis Grizzlies,Minnesota Timberwolves,0.6739,0.64841,109,2015-11-29,2,0.529,-1.0,14,1,0.5,3.0,16,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Thursday,2016-03-17
263,3.0,2759033,2015-12-09,1065.0,70.0,10.0,10.0,1213.0,Memphis,FedExForum,0.7519,0.75038,Memphis Grizzlies,Oklahoma City Thunder,0.6739,0.70262,10,2015-11-29,2,0.529,-1.0,14,3,0.647,4.0,6,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Wednesday,2015-12-09
264,9.0,2759958,2016-02-09,1098.0,82.0,10.0,10.0,1213.0,Memphis,FedExForum,0.7519,0.69389,Memphis Grizzlies,Portland Trail Blazers,0.6739,0.68068,72,2015-11-29,2,0.529,-1.0,14,1,0.412,1.0,22,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Tuesday,2016-02-09
265,15.0,2759092,2016-03-05,1130.0,79.0,14.0,14.0,1213.0,Memphis,FedExForum,0.7519,0.72577,Memphis Grizzlies,Utah Jazz,0.6739,0.61504,97,2015-11-29,2,0.529,-1.0,14,1,0.533,2.0,13,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2016-03-05
266,27.0,2758928,2016-03-20,941.0,121.0,27.0,27.0,1684.0,Memphis,FedExForum,0.7519,0.76473,Memphis Grizzlies,Los Angeles Clippers,0.6739,0.75476,112,2015-11-29,2,0.529,-1.0,14,2,0.5,1.0,15,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-03-20
267,65.0,2758922,2015-12-27,521.0,152.5,47.0,47.0,3635.0,Memphis,FedExForum,0.7519,0.75287,Memphis Grizzlies,Los Angeles Lakers,0.6739,0.76216,28,2015-11-29,2,0.529,-1.0,14,1,0.133,-5.0,29,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2015-12-27
268,63.0,2758930,2016-02-25,789.0,128.0,25.0,25.0,1386.0,Memphis,FedExForum,0.7519,0.76289,Memphis Grizzlies,Los Angeles Lakers,0.6739,0.76216,88,2015-11-29,2,0.529,-1.0,14,1,0.133,-5.0,29,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Thursday,2016-02-25
269,14.0,2759012,2016-03-06,1112.0,79.0,14.0,14.0,1213.0,Memphis,FedExForum,0.7519,0.78779,Memphis Grizzlies,Phoenix Suns,0.6739,0.65702,98,2015-11-29,2,0.529,-1.0,14,1,0.438,-4.0,20,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-03-06
270,15.0,2760054,2016-01-31,1112.0,100.0,14.0,14.0,1213.0,Memphis,FedExForum,0.7519,0.75508,Memphis Grizzlies,Sacramento Kings,0.6739,0.63446,63,2015-11-29,2,0.529,-1.0,14,2,0.333,-2.0,26,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-01-31
271,10.0,2760042,2016-03-03,1129.0,64.0,10.0,10.0,1213.0,Memphis,FedExForum,0.7519,0.67087,Memphis Grizzlies,Sacramento Kings,0.6739,0.63446,95,2015-11-29,2,0.529,-1.0,14,2,0.333,-2.0,26,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Thursday,2016-03-03
272,13.0,2759553,2016-02-07,1004.0,69.0,12.0,12.0,1213.0,Memphis,FedExForum,0.7519,0.74139,Memphis Grizzlies,Dallas Mavericks,0.6739,0.72552,70,2015-11-29,2,0.529,-1.0,14,3,0.588,1.0,9,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-02-07
273,12.0,2759153,2016-01-13,1030.0,77.0,10.0,10.0,1213.0,Memphis,FedExForum,0.7519,0.73514,Memphis Grizzlies,Houston Rockets,0.6739,0.67126,45,2015-11-29,2,0.529,-1.0,14,2,0.375,1.0,23,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Wednesday,2016-01-13
274,23.0,2759109,2016-03-29,1092.0,126.0,22.0,22.0,1213.0,Memphis,FedExForum,0.7519,0.76048,Memphis Grizzlies,San Antonio Spurs,0.6739,0.70492,121,2015-11-29,2,0.529,-1.0,14,1,0.824,5.0,2,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Tuesday,2016-03-29
275,55.0,2760136,2016-04-10,685.0,220.0,40.0,40.0,1564.0,Memphis,FedExForum,0.7519,0.74889,Memphis Grizzlies,Golden State Warriors,0.6739,0.75952,133,2015-11-29,2,0.529,-1.0,14,3,1.0,18.0,1,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Sunday,2016-04-10
276,7.0,2758937,2016-01-26,1125.0,53.0,7.0,7.0,1213.0,Memphis,FedExForum,0.7519,0.72933,Memphis Grizzlies,Orlando Magic,0.6739,0.67859,58,2015-11-29,2,0.529,-1.0,14,0,0.5,2.0,18,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Tuesday,2016-01-26
277,8.0,2759058,2016-01-18,1062.0,110.0,10.0,10.0,1213.0,Memphis,FedExForum,0.7519,0.7149,Memphis Grizzlies,New Orleans Pelicans,0.6739,0.6474,50,2015-11-29,2,0.529,-1.0,14,1,0.235,-2.0,27,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,1,Monday,2016-01-18
278,16.0,2759053,2016-03-12,1042.0,80.0,16.0,16.0,1213.0,Memphis,FedExForum,0.7519,0.76929,Memphis Grizzlies,New Orleans Pelicans,0.6739,0.6474,104,2015-11-29,2,0.529,-1.0,14,1,0.235,-2.0,27,17382.0,95.9,17959,94.6,17687,95.2,1102000.0,1.0,0,Saturday,2016-03-12
279,25.0,2759745,2016-01-17,2551.0,94.0,24.0,24.0,3981.0,Washington,Verizon Center,0.80704,0.79575,Washington Wizards,Boston Celtics,0.71492,0.74908,49,2015-11-29,2,0.429,-4.0,21,0,0.563,2.0,12,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Sunday,2016-01-17
280,10.0,2759757,2016-01-26,2719.0,78.0,10.0,10.0,3099.0,Washington,Verizon Center,0.80704,0.78075,Washington Wizards,Boston Celtics,0.71492,0.74908,58,2015-11-29,2,0.429,-4.0,21,0,0.563,2.0,12,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Tuesday,2016-01-26
281,18.0,2759473,2016-04-06,2559.0,96.0,18.0,18.0,3634.0,Washington,Verizon Center,0.80704,0.7802,Washington Wizards,Brooklyn Nets,0.71492,0.75524,129,2015-11-29,2,0.429,-4.0,21,3,0.188,-2.0,28,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Wednesday,2016-04-06
282,27.0,2759808,2016-03-19,2536.0,110.0,24.0,24.0,4170.0,Washington,Verizon Center,0.80704,0.82264,Washington Wizards,New York Knicks,0.71492,0.81215,111,2015-11-29,2,0.429,-4.0,21,1,0.471,-3.0,19,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Saturday,2016-03-19
283,12.0,2759608,2016-02-06,2705.0,73.0,15.0,15.0,2847.0,Washington,Verizon Center,0.80704,0.77692,Washington Wizards,Philadelphia 76ers,0.71492,0.70023,69,2015-11-29,2,0.429,-4.0,21,0,0.0,-17.0,30,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Saturday,2016-02-06
284,12.0,2759619,2016-03-01,2708.0,66.0,12.0,12.0,2752.0,Washington,Verizon Center,0.80704,0.7262,Washington Wizards,Philadelphia 76ers,0.71492,0.70023,93,2015-11-29,2,0.429,-4.0,21,0,0.0,-17.0,30,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Tuesday,2016-03-01
285,22.0,2759483,2016-01-09,2673.0,87.0,22.0,22.0,4422.0,Washington,Verizon Center,0.80704,0.78179,Washington Wizards,Toronto Raptors,0.71492,0.68539,41,2015-11-29,2,0.429,-4.0,21,1,0.647,4.0,7,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Saturday,2016-01-09
286,27.0,2759462,2016-03-16,2469.0,131.5,27.0,27.0,6093.0,Washington,Verizon Center,0.80704,0.79834,Washington Wizards,Chicago Bulls,0.71492,0.76158,108,2015-11-29,2,0.429,-4.0,21,2,0.643,-1.0,8,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Wednesday,2016-03-16
287,16.0,2759461,2016-02-20,2713.0,77.0,16.0,16.0,3036.0,Washington,Verizon Center,0.80704,0.78699,Washington Wizards,Detroit Pistons,0.71492,0.63675,83,2015-11-29,2,0.429,-4.0,21,0,0.5,-1.0,17,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Saturday,2016-02-20
288,14.0,2759477,2016-03-14,2620.0,69.0,14.0,14.0,2941.0,Washington,Verizon Center,0.80704,0.73411,Washington Wizards,Detroit Pistons,0.71492,0.63675,106,2015-11-29,2,0.429,-4.0,21,0,0.5,-1.0,17,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Monday,2016-03-14
289,14.0,2759480,2016-03-06,2632.0,89.0,15.0,15.0,3824.0,Washington,Verizon Center,0.80704,0.78667,Washington Wizards,Indiana Pacers,0.71492,0.67765,98,2015-11-29,2,0.429,-4.0,21,2,0.667,4.0,4,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Sunday,2016-03-06
290,10.0,2759465,2016-01-14,2667.0,62.0,10.0,10.0,4389.0,Washington,Verizon Center,0.80704,0.7638,Washington Wizards,Milwaukee Bucks,0.71492,0.63561,46,2015-11-29,2,0.429,-4.0,21,0,0.353,-3.0,25,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Thursday,2016-01-14
291,15.0,2759906,2015-12-20,2635.0,79.0,19.0,19.0,3540.0,Washington,Verizon Center,0.80704,0.77747,Washington Wizards,Charlotte Hornets,0.71492,0.6621,21,2015-11-29,2,0.429,-4.0,21,1,0.588,1.0,10,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Sunday,2015-12-20
292,16.0,2759848,2016-04-10,2637.0,88.0,16.0,16.0,3887.0,Washington,Verizon Center,0.80704,0.75968,Washington Wizards,Charlotte Hornets,0.71492,0.6621,133,2015-11-29,2,0.429,-4.0,21,1,0.588,1.0,10,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Sunday,2016-04-10
293,23.0,2759670,2016-01-03,2102.0,98.0,22.0,22.0,4265.0,Washington,Verizon Center,0.80704,0.78774,Washington Wizards,Miami Heat,0.71492,0.78556,35,2015-11-29,2,0.429,-4.0,21,2,0.667,1.0,5,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Sunday,2016-01-03
294,18.0,2759688,2016-01-21,2702.0,78.0,18.0,18.0,5998.0,Washington,Verizon Center,0.80704,0.7988,Washington Wizards,Miami Heat,0.71492,0.78556,53,2015-11-29,2,0.429,-4.0,21,2,0.667,1.0,5,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Thursday,2016-01-21
295,10.0,2759474,2016-01-29,2753.0,65.0,10.0,10.0,3193.0,Washington,Verizon Center,0.80704,0.7624,Washington Wizards,Denver Nuggets,0.71492,0.6663,61,2015-11-29,2,0.429,-4.0,21,0,0.353,-6.0,24,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Friday,2016-01-29
296,21.0,2759479,2016-03-25,2617.0,84.0,21.0,21.0,3382.0,Washington,Verizon Center,0.80704,0.7919,Washington Wizards,Minnesota Timberwolves,0.71492,0.64841,117,2015-11-29,2,0.429,-4.0,21,1,0.5,3.0,16,17793.0,87.7,17279,89.8,17536,88.7,4889000.0,4.0,0,Friday,2016-03-25
