,listing_count,avg_price,lowest_price_good,lowest_price,highest_price,city,venuename,venuescore,ticket_score,id,home_team,away_team,hometeamscore,awayteamscore,dateutc,daysaway,dateloaded,cntStars_home,WPCT_home,STRK_home,rankNBA_home,cntStars_away,WPCT_away,STRK_away,rankNBA_away,HomeAVG,HomePCT,AwayAVG,AwayPCT,TotalAVG,TotalPCT,Population,numTeams,holiday,weekday,dateutcindateform
1114,1527.0,108.0,21.0,21.0,1139.0,Brooklyn,Barclays Center,0.84574,0.78796,2758989,Brooklyn Nets,Milwaukee Bucks,0.75507,0.63543,2016-03-14,100,2015-12-05,3,0.263,-1.0,27,0,0.381,1.0,25,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Monday,2016-03-14
1115,1499.0,105.0,18.0,18.0,1139.0,Brooklyn,Barclays Center,0.84574,0.78024,2759864,Brooklyn Nets,Charlotte Hornets,0.75507,0.66337,2016-02-21,78,2015-12-05,3,0.263,-1.0,27,1,0.579,1.0,9,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2016-02-21
1116,1593.0,100.0,21.0,21.0,1139.0,Brooklyn,Barclays Center,0.84574,0.76648,2759866,Brooklyn Nets,Charlotte Hornets,0.75507,0.66337,2016-03-22,108,2015-12-05,3,0.263,-1.0,27,1,0.579,1.0,9,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-03-22
1117,1603.0,155.0,33.0,33.0,1735.0,Brooklyn,Barclays Center,0.84574,0.79491,2759118,Brooklyn Nets,San Antonio Spurs,0.75507,0.70475,2016-01-12,38,2015-12-05,3,0.263,-1.0,27,1,0.81,3.0,2,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-01-12
1118,1172.0,114.0,19.0,19.0,2758.0,Brooklyn,Barclays Center,0.8457,0.78054,2759747,Brooklyn Nets,Boston Celtics,0.75507,0.74908,2016-01-05,30,2015-12-06,3,0.25,-2.0,27,0,0.55,-1.0,16,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-01-05
1119,1413.0,215.0,47.0,47.0,5775.0,Brooklyn,Barclays Center,0.8457,0.80102,2759829,Brooklyn Nets,New York Knicks,0.75507,0.81207,2016-01-14,39,2015-12-06,3,0.25,-2.0,27,1,0.476,-1.0,19,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-01-14
1120,1425.0,209.0,63.0,63.0,3837.0,Brooklyn,Barclays Center,0.8457,0.80589,2759817,Brooklyn Nets,New York Knicks,0.75507,0.81207,2016-02-20,76,2015-12-06,3,0.25,-2.0,27,1,0.476,-1.0,19,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-02-20
1121,1689.0,79.0,12.0,12.0,1233.0,Brooklyn,Barclays Center,0.8457,0.77778,2759615,Brooklyn Nets,Philadelphia 76ers,0.75507,0.70117,2015-12-11,5,2015-12-06,3,0.25,-2.0,27,0,0.048,-2.0,30,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Friday,2015-12-11
1122,1604.0,103.0,21.0,21.0,1154.0,Brooklyn,Barclays Center,0.8457,0.77771,2759609,Brooklyn Nets,Philadelphia 76ers,0.75507,0.70117,2016-03-15,100,2015-12-06,3,0.25,-2.0,27,0,0.048,-2.0,30,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-03-15
1123,1470.0,92.0,18.0,18.0,1407.0,Brooklyn,Barclays Center,0.8457,0.77544,2758942,Brooklyn Nets,Toronto Raptors,0.75507,0.68639,2016-01-07,32,2015-12-06,3,0.25,-2.0,27,1,0.571,-2.0,12,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-01-07
1124,1571.0,121.0,27.0,27.0,1735.0,Brooklyn,Barclays Center,0.8457,0.78171,2758945,Brooklyn Nets,Toronto Raptors,0.75507,0.68639,2016-04-14,130,2015-12-06,3,0.25,-2.0,27,1,0.571,-2.0,12,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-04-14
1125,1582.0,82.0,12.0,12.0,1197.0,Brooklyn,Barclays Center,0.8457,0.79034,2759446,Brooklyn Nets,Detroit Pistons,0.75507,0.63665,2016-02-02,58,2015-12-06,3,0.25,-2.0,27,0,0.571,4.0,13,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-02-02
1126,1589.0,95.0,13.0,13.0,1139.0,Brooklyn,Barclays Center,0.8457,0.79473,2759205,Brooklyn Nets,Indiana Pacers,0.75507,0.67765,2016-02-04,60,2015-12-06,3,0.25,-2.0,27,2,0.632,-2.0,6,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-02-04
1127,1595.0,143.0,18.0,18.0,1379.0,Brooklyn,Barclays Center,0.8457,0.76952,2759206,Brooklyn Nets,Indiana Pacers,0.75507,0.67765,2016-03-26,111,2015-12-06,3,0.25,-2.0,27,2,0.632,-2.0,6,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-03-26
1128,1518.0,110.5,21.0,21.0,1139.0,Brooklyn,Barclays Center,0.8457,0.78757,2758989,Brooklyn Nets,Milwaukee Bucks,0.75507,0.63547,2016-03-14,99,2015-12-06,3,0.25,-2.0,27,0,0.381,1.0,25,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Monday,2016-03-14
1129,1478.0,106.0,18.0,18.0,1139.0,Brooklyn,Barclays Center,0.8457,0.78,2759864,Brooklyn Nets,Charlotte Hornets,0.75507,0.66337,2016-02-21,77,2015-12-06,3,0.25,-2.0,27,1,0.579,1.0,9,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2016-02-21
1130,1583.0,102.0,21.0,21.0,1139.0,Brooklyn,Barclays Center,0.8457,0.76618,2759866,Brooklyn Nets,Charlotte Hornets,0.75507,0.66337,2016-03-22,107,2015-12-06,3,0.25,-2.0,27,1,0.579,1.0,9,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-03-22
1131,1388.0,146.0,26.0,26.0,1729.0,Brooklyn,Barclays Center,0.8457,0.80107,2759641,Brooklyn Nets,Miami Heat,0.75507,0.78538,2015-12-17,11,2015-12-06,3,0.25,-2.0,27,2,0.667,2.0,3,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2015-12-17
1132,1568.0,123.0,23.0,23.0,2327.0,Brooklyn,Barclays Center,0.8457,0.8,2759644,Brooklyn Nets,Miami Heat,0.75507,0.78538,2016-01-27,52,2015-12-06,3,0.25,-2.0,27,2,0.667,2.0,3,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Wednesday,2016-01-27
1133,1669.0,176.0,49.0,49.0,3546.0,Brooklyn,Barclays Center,0.8457,0.79307,2759500,Brooklyn Nets,Washington Wizards,0.75507,0.71564,2015-12-26,20,2015-12-06,3,0.25,-2.0,27,2,0.444,-1.0,20,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2015-12-26
1134,1628.0,116.0,23.0,23.0,1412.0,Brooklyn,Barclays Center,0.8457,0.77084,2759494,Brooklyn Nets,Washington Wizards,0.75507,0.71564,2016-04-11,127,2015-12-06,3,0.25,-2.0,27,2,0.444,-1.0,20,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Monday,2016-04-11
1135,1667.0,100.0,13.0,13.0,1139.0,Brooklyn,Barclays Center,0.8457,0.76186,2759350,Brooklyn Nets,Denver Nuggets,0.75507,0.6663,2016-02-09,65,2015-12-06,3,0.25,-2.0,27,0,0.381,2.0,24,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-02-09
1136,1462.0,136.0,24.0,24.0,5775.0,Brooklyn,Barclays Center,0.8457,0.77719,2759292,Brooklyn Nets,Minnesota Timberwolves,0.75507,0.64788,2015-12-20,14,2015-12-06,3,0.25,-2.0,27,1,0.421,-3.0,22,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2015-12-20
1137,1397.0,183.0,44.0,44.0,2379.0,Brooklyn,Barclays Center,0.8457,0.79902,2759034,Brooklyn Nets,Oklahoma City Thunder,0.75507,0.70262,2016-01-24,49,2015-12-06,3,0.25,-2.0,27,3,0.579,-2.0,8,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2016-01-24
1138,1690.0,111.0,19.0,19.0,1901.0,Brooklyn,Barclays Center,0.8457,0.78318,2759980,Brooklyn Nets,Portland Trail Blazers,0.75507,0.68042,2016-01-16,41,2015-12-06,3,0.25,-2.0,27,1,0.429,2.0,21,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-01-16
1139,1797.0,105.0,22.0,22.0,1304.0,Brooklyn,Barclays Center,0.8457,0.78477,2759087,Brooklyn Nets,Utah Jazz,0.75507,0.61557,2016-01-23,48,2015-12-06,3,0.25,-2.0,27,1,0.5,1.0,17,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-01-23
1140,1583.0,157.0,32.0,32.0,3546.0,Brooklyn,Barclays Center,0.8457,0.80342,2758947,Brooklyn Nets,Los Angeles Clippers,0.75507,0.75443,2015-12-12,6,2015-12-06,3,0.25,-2.0,27,2,0.55,1.0,14,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2015-12-12
1141,1648.0,106.0,15.0,15.0,1139.0,Brooklyn,Barclays Center,0.8457,0.78655,2760039,Brooklyn Nets,Sacramento Kings,0.75507,0.63436,2016-02-06,62,2015-12-06,3,0.25,-2.0,27,2,0.333,-2.0,26,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-02-06
1142,1628.0,133.0,31.0,31.0,5775.0,Brooklyn,Barclays Center,0.8457,0.78722,2759550,Brooklyn Nets,Dallas Mavericks,0.75507,0.72556,2015-12-24,18,2015-12-06,3,0.25,-2.0,27,3,0.571,1.0,11,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2015-12-24
1143,1125.0,137.0,22.0,22.0,2022.0,Brooklyn,Barclays Center,0.8457,0.7716,2759171,Brooklyn Nets,Houston Rockets,0.75507,0.67106,2015-12-09,3,2015-12-06,3,0.25,-2.0,27,2,0.476,3.0,18,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Wednesday,2015-12-09
1144,1510.0,108.0,16.0,16.0,1139.0,Brooklyn,Barclays Center,0.8457,0.77587,2758946,Brooklyn Nets,Memphis Grizzlies,0.75507,0.67383,2016-02-11,67,2015-12-06,3,0.25,-2.0,27,2,0.571,1.0,10,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-02-11
1145,1460.0,160.0,33.0,33.0,1735.0,Brooklyn,Barclays Center,0.8457,0.79608,2759118,Brooklyn Nets,San Antonio Spurs,0.75507,0.70465,2016-01-12,37,2015-12-06,3,0.25,-2.0,27,1,0.81,3.0,2,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2016-01-12
1146,1.0,1220.0,,1220.0,1220.0,Brooklyn,Barclays Center,0.8457,0.76574,2760127,Brooklyn Nets,Golden State Warriors,0.75507,0.75952,2015-12-06,0,2015-12-06,3,0.25,-2.0,27,3,1.0,22.0,1,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2015-12-06
1147,1858.0,266.0,71.0,71.0,4523.0,Brooklyn,Barclays Center,0.8457,0.81259,2759245,Brooklyn Nets,Cleveland Cavaliers,0.75507,0.64461,2016-01-21,46,2015-12-06,3,0.25,-2.0,27,2,0.65,-3.0,4,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-01-21
1148,1548.0,285.0,80.0,80.0,3243.0,Brooklyn,Barclays Center,0.8457,0.80535,2759251,Brooklyn Nets,Cleveland Cavaliers,0.75507,0.64461,2016-03-24,109,2015-12-06,3,0.25,-2.0,27,2,0.65,-3.0,4,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Thursday,2016-03-24
1149,1764.0,87.0,11.0,11.0,1773.0,Brooklyn,Barclays Center,0.8457,0.77566,2758943,Brooklyn Nets,Orlando Magic,0.75507,0.67862,2015-12-15,9,2015-12-06,3,0.25,-2.0,27,0,0.55,-1.0,15,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Tuesday,2015-12-15
1150,1520.0,108.5,21.0,21.0,1304.0,Brooklyn,Barclays Center,0.8457,0.78477,2758944,Brooklyn Nets,Orlando Magic,0.75507,0.67862,2016-01-09,34,2015-12-06,3,0.25,-2.0,27,0,0.55,-1.0,15,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Saturday,2016-01-09
1151,1504.0,109.0,15.0,15.0,1466.0,Brooklyn,Barclays Center,0.8457,0.77981,2759064,Brooklyn Nets,New Orleans Pelicans,0.75507,0.64849,2016-04-03,119,2015-12-06,3,0.25,-2.0,27,1,0.25,1.0,28,15029.0,83.0,17250,92.3,16556,89.5,20630000.0,9.0,0,Sunday,2016-04-03
1152,4636.0,140.0,57.0,57.0,4914.0,New York,Madison Square Garden,0.89811,0.86354,2759769,New York Knicks,Boston Celtics,0.81218,0.74904,2016-01-13,45,2015-11-29,1,0.471,-3.0,19,0,0.563,2.0,12,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-01-13
1153,5052.0,131.0,54.0,54.0,4614.0,New York,Madison Square Garden,0.89811,0.85468,2759780,New York Knicks,Boston Celtics,0.81218,0.74904,2016-02-03,66,2015-11-29,1,0.471,-3.0,19,0,0.563,2.0,12,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-02-03
1154,2684.0,165.0,86.0,86.0,6069.0,New York,Madison Square Garden,0.89811,0.84988,2759770,New York Knicks,Brooklyn Nets,0.81218,0.75544,2015-12-05,6,2015-11-29,1,0.471,-3.0,19,3,0.188,-2.0,28,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2015-12-05
1155,5034.0,178.0,66.0,66.0,6935.0,New York,Madison Square Garden,0.89811,0.86021,2759787,New York Knicks,Brooklyn Nets,0.81218,0.75544,2016-04-01,124,2015-11-29,1,0.471,-3.0,19,3,0.188,-2.0,28,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Friday,2016-04-01
1156,2924.0,98.0,45.0,45.0,4741.0,New York,Madison Square Garden,0.89811,0.83544,2759790,New York Knicks,Philadelphia 76ers,0.81218,0.70023,2015-12-03,4,2015-11-29,1,0.471,-3.0,19,0,0.0,-17.0,30,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2015-12-03
1157,4801.0,139.0,57.0,57.0,4733.0,New York,Madison Square Garden,0.89811,0.8499,2759781,New York Knicks,Philadelphia 76ers,0.81218,0.70023,2016-01-18,50,2015-11-29,1,0.471,-3.0,19,0,0.0,-17.0,30,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,1,Monday,2016-01-18
1158,4963.0,152.0,56.0,56.0,5203.0,New York,Madison Square Garden,0.89811,0.84967,2759796,New York Knicks,Toronto Raptors,0.81218,0.68538,2016-02-23,86,2015-11-29,1,0.471,-3.0,19,1,0.647,4.0,7,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Tuesday,2016-02-23
1159,4919.0,163.0,59.0,59.0,5205.0,New York,Madison Square Garden,0.89811,0.85436,2759771,New York Knicks,Toronto Raptors,0.81218,0.68538,2016-04-10,133,2015-11-29,1,0.471,-3.0,19,1,0.647,4.0,7,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-04-10
1160,3147.0,266.0,142.0,129.0,7513.0,New York,Madison Square Garden,0.89811,0.86716,2759772,New York Knicks,Chicago Bulls,0.81218,0.76158,2015-12-20,21,2015-11-29,1,0.471,-3.0,19,2,0.643,-1.0,8,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2015-12-20
1161,4278.0,235.0,91.0,91.0,8668.0,New York,Madison Square Garden,0.89811,0.86025,2759794,New York Knicks,Chicago Bulls,0.81218,0.76158,2016-03-24,116,2015-11-29,1,0.471,-3.0,19,2,0.643,-1.0,8,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2016-03-24
1162,4302.0,326.0,157.0,157.0,11555.0,New York,Madison Square Garden,0.89811,0.88172,2759823,New York Knicks,Cleveland Cavaliers,0.81218,0.6441,2016-03-26,118,2015-11-29,1,0.471,-3.0,19,2,0.765,2.0,3,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-03-26
1163,3005.0,309.0,168.0,168.0,5491.0,New York,Madison Square Garden,0.89811,0.85977,2759793,New York Knicks,Detroit Pistons,0.81218,0.63675,2015-12-30,31,2015-11-29,1,0.471,-3.0,19,0,0.5,-1.0,17,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2015-12-30
1164,3994.0,157.0,69.0,69.0,4958.0,New York,Madison Square Garden,0.89811,0.85086,2759789,New York Knicks,Detroit Pistons,0.81218,0.63675,2016-03-06,98,2015-11-29,1,0.471,-3.0,19,0,0.5,-1.0,17,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-03-06
1165,5050.0,163.0,54.0,54.0,4741.0,New York,Madison Square Garden,0.89811,0.84722,2759799,New York Knicks,Indiana Pacers,0.81218,0.67748,2016-04-03,126,2015-11-29,1,0.471,-3.0,19,2,0.667,4.0,4,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-04-03
1166,4958.0,137.0,52.0,52.0,4625.0,New York,Madison Square Garden,0.89811,0.84475,2759802,New York Knicks,Milwaukee Bucks,0.81218,0.63561,2016-01-11,43,2015-11-29,1,0.471,-3.0,19,0,0.353,-3.0,25,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Monday,2016-01-11
1167,3683.0,209.0,103.0,101.0,5203.0,New York,Madison Square Garden,0.89811,0.85735,2759798,New York Knicks,Atlanta Hawks,0.81218,0.68801,2016-01-03,35,2015-11-29,1,0.471,-3.0,19,0,0.579,-1.0,11,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-01-03
1168,4785.0,147.0,51.0,51.0,4733.0,New York,Madison Square Garden,0.89811,0.84289,2759888,New York Knicks,Charlotte Hornets,0.81218,0.6619,2016-04-06,129,2015-11-29,1,0.471,-3.0,19,1,0.588,1.0,10,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-04-06
1169,4752.0,184.0,80.0,80.0,7687.0,New York,Madison Square Garden,0.89811,0.87341,2759785,New York Knicks,Oklahoma City Thunder,0.81218,0.70257,2016-01-27,59,2015-11-29,1,0.471,-3.0,19,3,0.647,4.0,6,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-01-27
1170,4839.0,132.0,42.0,42.0,4914.0,New York,Madison Square Garden,0.89811,0.85959,2759777,New York Knicks,Washington Wizards,0.81218,0.71482,2016-02-10,73,2015-11-29,1,0.471,-3.0,19,2,0.429,-4.0,21,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-02-10
1171,5070.0,150.0,60.0,60.0,4914.0,New York,Madison Square Garden,0.89811,0.84858,2759827,New York Knicks,Memphis Grizzlies,0.81218,0.67402,2016-02-06,69,2015-11-29,1,0.471,-3.0,19,2,0.529,-1.0,14,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-02-06
1172,5078.0,137.0,50.0,50.0,4972.0,New York,Madison Square Garden,0.89811,0.84364,2759978,New York Knicks,Portland Trail Blazers,0.81218,0.68025,2016-03-02,94,2015-11-29,1,0.471,-3.0,19,1,0.412,1.0,22,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-03-02
1173,3040.0,163.0,75.0,75.0,11383.0,New York,Madison Square Garden,0.89811,0.8512,2759776,New York Knicks,Dallas Mavericks,0.81218,0.72547,2015-12-08,9,2015-11-29,1,0.471,-3.0,19,3,0.588,1.0,9,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Tuesday,2015-12-08
1174,4511.0,184.0,80.0,80.0,6935.0,New York,Madison Square Garden,0.89811,0.86854,2759800,New York Knicks,Los Angeles Clippers,0.81218,0.75481,2016-01-23,55,2015-11-29,1,0.471,-3.0,19,2,0.5,1.0,15,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-01-23
1175,3434.0,279.0,159.0,154.0,9823.0,New York,Madison Square Garden,0.89811,0.87085,2760135,New York Knicks,Golden State Warriors,0.81218,0.7593,2016-02-01,64,2015-11-29,1,0.471,-3.0,19,3,1.0,18.0,1,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Monday,2016-02-01
1176,5036.0,140.0,60.0,60.0,4733.0,New York,Madison Square Garden,0.89811,0.84859,2759775,New York Knicks,Phoenix Suns,0.81218,0.65676,2016-01-30,62,2015-11-29,1,0.471,-3.0,19,1,0.438,-4.0,20,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-01-30
1177,5062.0,149.0,54.0,54.0,4914.0,New York,Madison Square Garden,0.89811,0.8509,2759824,New York Knicks,Denver Nuggets,0.81218,0.6662,2016-02-07,70,2015-11-29,1,0.471,-3.0,19,0,0.353,-6.0,24,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-02-07
1178,3410.0,168.0,88.0,84.0,1738.0,New York,Madison Square Garden,0.89811,0.8517,2759788,New York Knicks,Orlando Magic,0.81218,0.67871,2015-12-22,23,2015-11-29,1,0.471,-3.0,19,0,0.5,2.0,18,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Tuesday,2015-12-22
1179,5115.0,139.0,57.0,57.0,4914.0,New York,Madison Square Garden,0.89811,0.8451,2759774,New York Knicks,Orlando Magic,0.81218,0.67871,2016-02-27,90,2015-11-29,1,0.471,-3.0,19,0,0.5,2.0,18,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2016-02-27
1180,4797.0,164.0,72.0,72.0,5491.0,New York,Madison Square Garden,0.89811,0.85958,2759792,New York Knicks,Miami Heat,0.81218,0.78556,2016-02-29,92,2015-11-29,1,0.471,-3.0,19,2,0.667,1.0,5,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Monday,2016-02-29
1181,3995.0,127.0,56.0,53.0,1622.0,New York,Madison Square Garden,0.89811,0.84815,2759795,New York Knicks,Minnesota Timberwolves,0.81218,0.64841,2015-12-17,18,2015-11-29,1,0.471,-3.0,19,1,0.5,3.0,16,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2015-12-17
1182,5303.0,117.0,40.0,40.0,4625.0,New York,Madison Square Garden,0.89811,0.84776,2759768,New York Knicks,Utah Jazz,0.81218,0.61492,2016-01-21,53,2015-11-29,1,0.471,-3.0,19,1,0.533,2.0,13,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2016-01-21
1183,5113.0,147.0,54.0,54.0,4914.0,New York,Madison Square Garden,0.89811,0.84653,2760058,New York Knicks,Sacramento Kings,0.81218,0.63436,2016-03-20,112,2015-11-29,1,0.471,-3.0,19,2,0.333,-2.0,26,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-03-20
1184,9.0,67.0,35.0,35.0,193.0,New York,Madison Square Garden,0.89811,0.82981,2759783,New York Knicks,Houston Rockets,0.81218,0.67121,2015-11-30,1,2015-11-29,1,0.471,-3.0,19,2,0.375,1.0,23,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Monday,2015-11-30
1185,4593.0,140.0,57.0,57.0,4914.0,New York,Madison Square Garden,0.89806,0.86392,2759769,New York Knicks,Boston Celtics,0.81215,0.74908,2016-01-13,44,2015-11-30,1,0.444,-4.0,20,0,0.529,-1.0,16,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-01-13
1186,5149.0,132.0,54.0,54.0,4614.0,New York,Madison Square Garden,0.89806,0.85313,2759780,New York Knicks,Boston Celtics,0.81215,0.74908,2016-02-03,65,2015-11-30,1,0.444,-4.0,20,0,0.529,-1.0,16,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Wednesday,2016-02-03
1187,2341.0,168.0,88.0,88.0,5780.0,New York,Madison Square Garden,0.89806,0.84797,2759770,New York Knicks,Brooklyn Nets,0.81215,0.75524,2015-12-05,5,2015-11-30,1,0.444,-4.0,20,3,0.235,1.0,27,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Saturday,2015-12-05
1188,5086.0,179.0,72.0,72.0,6935.0,New York,Madison Square Garden,0.89806,0.86148,2759787,New York Knicks,Brooklyn Nets,0.81215,0.75524,2016-04-01,123,2015-11-30,1,0.444,-4.0,20,3,0.235,1.0,27,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Friday,2016-04-01
1189,2462.0,84.0,39.0,39.0,4625.0,New York,Madison Square Garden,0.89806,0.83248,2759790,New York Knicks,Philadelphia 76ers,0.81215,0.70023,2015-12-03,3,2015-11-30,1,0.444,-4.0,20,0,0.0,-18.0,30,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2015-12-03
1190,4754.0,141.0,58.0,58.0,4733.0,New York,Madison Square Garden,0.89806,0.8505,2759781,New York Knicks,Philadelphia 76ers,0.81215,0.70023,2016-01-18,49,2015-11-30,1,0.444,-4.0,20,0,0.0,-18.0,30,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,1,Monday,2016-01-18
1191,5017.0,152.0,56.0,56.0,5203.0,New York,Madison Square Garden,0.89806,0.8505,2759796,New York Knicks,Toronto Raptors,0.81215,0.68539,2016-02-23,85,2015-11-30,1,0.444,-4.0,20,1,0.611,-1.0,8,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Tuesday,2016-02-23
1192,5001.0,163.0,60.0,60.0,5205.0,New York,Madison Square Garden,0.89806,0.85531,2759771,New York Knicks,Toronto Raptors,0.81215,0.68539,2016-04-10,132,2015-11-30,1,0.444,-4.0,20,1,0.611,-1.0,8,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2016-04-10
1193,3082.0,263.0,143.0,129.0,7513.0,New York,Madison Square Garden,0.89806,0.86592,2759772,New York Knicks,Chicago Bulls,0.81215,0.76158,2015-12-20,20,2015-11-30,1,0.444,-4.0,20,2,0.643,-1.0,7,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Sunday,2015-12-20
1194,4324.0,234.0,91.0,91.0,8668.0,New York,Madison Square Garden,0.89806,0.86134,2759794,New York Knicks,Chicago Bulls,0.81215,0.76158,2016-03-24,115,2015-11-30,1,0.444,-4.0,20,2,0.643,-1.0,7,19812.0,100.0,19014,98.8,19389,99.4,20630000.0,9.0,0,Thursday,2016-03-24
