,index,listing_count,avg_price,lowest_price_good_deal,lowest_price,highest_price,datetime_local,created_at,address,city,country,extended_address,venueid,venuename,postal_code,venuescore,venuestate,announce_date,short_title,datetime_utc,ticket_score,datetime_tbd,visible_until_utc,id,home_team,away_team,hometeamscore,awayteamscore,dateutc,timeutc,daysaway
17,29,818.0,449.0,209.0,209.0,2315.0,2016-01-03T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Patriots at Dolphins,2016-01-03T18:00:00,0.83735,False,2016-01-03T22:00:00,2594472,Miami Dolphins,New England Patriots,0.80367,0.84576,2016-01-03,18:00:00,37
18,54,1717.0,92.0,38.0,38.0,860.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Dolphins at Jets,2015-11-29T18:00:00,0.86911,False,2015-11-29T22:00:00,2594509,New York Jets,Miami Dolphins,0.84751,0.80367,2015-11-29,18:00:00,2
19,55,1800.0,458.0,256.0,256.0,2881.0,2015-12-06T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Jets at Giants,2015-12-06T18:00:00,0.89307,False,2015-12-06T22:00:00,2594566,New York Giants,New York Jets,0.85936,0.84751,2015-12-06,18:00:00,9
20,56,7406.0,123.0,32.0,32.0,1046.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Titans at Jets,2015-12-13T18:00:00,0.88328,False,2015-12-13T22:00:00,2594507,New York Jets,Tennessee Titans,0.84751,0.76115,2015-12-13,18:00:00,16
21,58,4695.0,269.0,30.0,30.0,25395.0,2015-12-19T19:25:00,2015-04-22T00:00:00,1 Legends Way,Arlington,US,"Arlington, TX 76011",4965,AT&T Stadium,76011,0.98464,TX,2015-04-22T00:00:00,Jets at Cowboys,2015-12-20T01:25:00,0.91704,False,2015-12-20T05:25:00,2594315,Dallas Cowboys,New York Jets,0.88218,0.84751,2015-12-20,01:25:00,23
22,59,5837.0,246.0,111.0,111.0,5742.0,2015-12-27T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Patriots at Jets,2015-12-27T18:00:00,0.90159,False,2015-12-27T22:00:00,2594290,New York Jets,New England Patriots,0.84751,0.84576,2015-12-27,18:00:00,30
23,60,5002.0,87.0,32.0,32.0,5775.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Bills Drive,Orchard Park,US,"Orchard Park, NY 14127",1135,Ralph Wilson Stadium,14127,0.90079,NY,2015-04-22T00:00:00,Jets at Bills,2016-01-03T18:00:00,0.84867,False,2016-01-03T22:00:00,2594532,Buffalo Bills,New York Jets,0.79211,0.84751,2016-01-03,18:00:00,37
24,63,2483.0,38.0,11.0,11.0,352.0,2015-11-30T20:30:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Ravens at Browns,2015-12-01T01:30:00,0.81729,False,2015-12-01T05:30:00,2594516,Cleveland Browns,Baltimore Ravens,0.77382,0.79878,2015-12-01,01:30:00,4
25,64,1597.0,185.0,62.0,62.0,1841.0,2015-12-06T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Ravens at Dolphins,2015-12-06T18:00:00,0.82774,False,2015-12-06T22:00:00,2594468,Miami Dolphins,Baltimore Ravens,0.80367,0.79878,2015-12-06,18:00:00,9
26,65,2897.0,138.0,52.0,52.0,342527.0,2015-12-13T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Seahawks at Ravens,2015-12-14T01:30:00,0.86283,False,2015-12-14T05:30:00,2594412,Baltimore Ravens,Seattle Seahawks,0.79878,0.83942,2015-12-14,01:30:00,17
27,66,2809.0,121.0,42.0,42.0,1181.0,2015-12-20T13:00:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Chiefs at Ravens,2015-12-20T18:00:00,0.83872,False,2015-12-20T22:00:00,2594415,Baltimore Ravens,Kansas City Chiefs,0.79878,0.79483,2015-12-20,18:00:00,23
28,67,2195.0,247.0,100.0,100.0,1855.0,2015-12-27T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Steelers at Ravens,2015-12-28T01:30:00,0.85595,False,2015-12-28T05:30:00,2594416,Baltimore Ravens,Pittsburgh Steelers,0.79878,0.81684,2015-12-28,01:30:00,31
29,68,4188.0,140.0,51.0,51.0,1365.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Ravens at Bengals,2016-01-03T18:00:00,0.84115,False,2016-01-03T22:00:00,2594288,Cincinnati Bengals,Baltimore Ravens,0.78914,0.79878,2016-01-03,18:00:00,37
30,69,1478.0,86.0,39.0,39.0,1370.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Rams at Bengals,2015-11-29T18:00:00,0.81284,False,2015-11-29T22:00:00,2594446,Cincinnati Bengals,St. Louis Rams,0.78914,0.76561,2015-11-29,18:00:00,2
31,70,4319.0,71.0,20.0,20.0,1149.0,2015-12-06T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Bengals at Browns,2015-12-06T18:00:00,0.82824,False,2015-12-06T22:00:00,2594515,Cleveland Browns,Cincinnati Bengals,0.77382,0.78914,2015-12-06,18:00:00,9
32,71,3148.0,216.0,87.0,87.0,2284.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Steelers at Bengals,2015-12-13T18:00:00,0.84716,False,2015-12-13T22:00:00,2594449,Cincinnati Bengals,Pittsburgh Steelers,0.78914,0.81684,2015-12-13,18:00:00,16
33,72,5379.0,138.0,46.0,46.0,1051.0,2015-12-20T17:30:00,2015-04-22T00:00:00,4900 Marie P DeBartolo Way,Santa Clara,US,"Santa Clara, CA 95054",58670,Levi's Stadium,95054,0.973,CA,2015-04-22T00:00:00,Bengals at 49ers,2015-12-21T01:30:00,0.89222,False,2015-12-21T05:30:00,2594489,San Francisco 49ers,Cincinnati Bengals,0.85814,0.78914,2015-12-21,01:30:00,24
34,73,1689.0,379.0,165.0,165.0,1769.0,2015-12-28T18:30:00,2015-04-22T00:00:00,1701 Bryant St.,Denver,US,"Denver, CO 80204",1131,Sports Authority Field at Mile High,80204,0.91152,CO,2015-04-22T00:00:00,Bengals at Broncos,2015-12-29T01:30:00,0.85537,False,2015-12-29T05:30:00,2594499,Denver Broncos,Cincinnati Bengals,0.82325,0.78914,2015-12-29,01:30:00,32
35,74,4188.0,140.0,51.0,51.0,1365.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Ravens at Bengals,2016-01-03T18:00:00,0.84115,False,2016-01-03T22:00:00,2594288,Cincinnati Bengals,Baltimore Ravens,0.78914,0.79878,2016-01-03,18:00:00,37
36,75,2483.0,38.0,11.0,11.0,352.0,2015-11-30T20:30:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Ravens at Browns,2015-12-01T01:30:00,0.81729,False,2015-12-01T05:30:00,2594516,Cleveland Browns,Baltimore Ravens,0.77382,0.79878,2015-12-01,01:30:00,4
37,76,4319.0,71.0,20.0,20.0,1149.0,2015-12-06T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Bengals at Browns,2015-12-06T18:00:00,0.82824,False,2015-12-06T22:00:00,2594515,Cleveland Browns,Cincinnati Bengals,0.77382,0.78914,2015-12-06,18:00:00,9
38,77,6240.0,51.0,9.0,9.0,1213.0,2015-12-13T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,49ers at Browns,2015-12-13T18:00:00,0.85846,False,2015-12-13T22:00:00,2594512,Cleveland Browns,San Francisco 49ers,0.77382,0.85814,2015-12-13,18:00:00,16
39,78,1912.0,321.0,146.0,146.0,1542.0,2015-12-20T13:05:00,2015-04-22T00:00:00,800 Occidental Avenue South,Seattle,US,"Seattle, WA 98134",339,CenturyLink Field,98134,0.88401,WA,2015-04-22T00:00:00,Browns at Seahawks,2015-12-20T21:05:00,0.86007,False,2015-12-21T01:05:00,2594482,Seattle Seahawks,Cleveland Browns,0.83942,0.77382,2015-12-20,21:05:00,23
40,79,7778.0,59.0,11.0,11.0,1212.0,2015-12-27T12:00:00,2015-04-22T00:00:00,1 Arrowhead Drive,Kansas City,US,"Kansas City, MO 64129",1128,Arrowhead Stadium,64129,0.89481,MO,2015-04-22T00:00:00,Browns at Chiefs,2015-12-27T18:00:00,0.83646,False,2015-12-27T22:00:00,2594312,Kansas City Chiefs,Cleveland Browns,0.79483,0.77382,2015-12-27,18:00:00,30
41,80,6091.0,92.0,28.0,28.0,11298.0,2016-01-03T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Steelers at Browns,2016-01-03T18:00:00,0.85624,False,2016-01-03T22:00:00,2594517,Cleveland Browns,Pittsburgh Steelers,0.77382,0.81684,2016-01-03,18:00:00,37
42,81,,,,,,2015-11-28T11:00:00,2015-11-04T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-11-04T00:00:00,Pittsburgh Steelers at Wpial Football,2015-11-28T16:00:00,0.85357,False,2015-11-28T20:00:00,2903388,Wpial Football,Pittsburgh Steelers,0.41818,0.81684,2015-11-28,16:00:00,1
43,82,454.0,309.0,194.0,194.0,5260.0,2015-11-29T13:25:00,2015-04-22T00:00:00,800 Occidental Avenue South,Seattle,US,"Seattle, WA 98134",339,CenturyLink Field,98134,0.88401,WA,2015-04-22T00:00:00,Steelers at Seahawks,2015-11-29T21:25:00,0.85432,False,2015-11-30T01:25:00,2594481,Seattle Seahawks,Pittsburgh Steelers,0.83942,0.81684,2015-11-29,21:25:00,2
44,83,3029.0,148.0,77.0,77.0,1411.0,2015-12-06T20:30:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Colts at Steelers,2015-12-07T01:30:00,0.8641,False,2015-12-07T05:30:00,2594298,Pittsburgh Steelers,Indianapolis Colts,0.81684,0.7948,2015-12-07,01:30:00,10
45,84,3148.0,216.0,87.0,87.0,2284.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Steelers at Bengals,2015-12-13T18:00:00,0.84716,False,2015-12-13T22:00:00,2594449,Cincinnati Bengals,Pittsburgh Steelers,0.78914,0.81684,2015-12-13,18:00:00,16
46,85,2660.0,226.0,101.0,101.0,1747.0,2015-12-20T16:25:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Broncos at Steelers,2015-12-20T21:25:00,0.87057,False,2015-12-21T01:25:00,2594583,Pittsburgh Steelers,Denver Broncos,0.81684,0.82325,2015-12-20,21:25:00,23
47,86,2195.0,247.0,100.0,100.0,1855.0,2015-12-27T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Steelers at Ravens,2015-12-28T01:30:00,0.85595,False,2015-12-28T05:30:00,2594416,Baltimore Ravens,Pittsburgh Steelers,0.79878,0.81684,2015-12-28,01:30:00,31
48,87,6091.0,92.0,28.0,28.0,11298.0,2016-01-03T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Steelers at Browns,2016-01-03T18:00:00,0.85624,False,2016-01-03T22:00:00,2594517,Cleveland Browns,Pittsburgh Steelers,0.77382,0.81684,2016-01-03,18:00:00,37
49,88,656.0,220.0,107.0,107.0,647.0,2015-11-29T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Saints at Texans,2015-11-29T18:00:00,0.82829,False,2015-11-29T22:00:00,2594439,Houston Texans,New Orleans Saints,0.8134,0.80042,2015-11-29,18:00:00,2
50,89,4484.0,77.0,29.0,29.0,5775.0,2015-12-06T13:00:00,2015-04-22T00:00:00,1 Bills Drive,Orchard Park,US,"Orchard Park, NY 14127",1135,Ralph Wilson Stadium,14127,0.90079,NY,2015-04-22T00:00:00,Texans at Bills,2015-12-06T18:00:00,0.84012,False,2015-12-06T22:00:00,2594531,Buffalo Bills,Houston Texans,0.79211,0.8134,2015-12-06,18:00:00,9
51,90,1955.0,387.0,204.0,204.0,2155.0,2015-12-13T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Patriots at Texans,2015-12-13T18:00:00,0.8691,False,2015-12-13T22:00:00,2594441,Houston Texans,New England Patriots,0.8134,0.84576,2015-12-13,18:00:00,16
52,91,3276.0,95.0,44.0,44.0,2326.0,2015-12-20T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Texans at Colts,2015-12-20T18:00:00,0.84986,False,2015-12-20T22:00:00,2594389,Indianapolis Colts,Houston Texans,0.7948,0.8134,2015-12-20,18:00:00,23
53,92,2204.0,97.0,27.0,27.0,1233.0,2015-12-27T12:00:00,2015-04-22T00:00:00,1 Titans Way,Nashville,US,"Nashville, TN 37213",1126,Nissan Stadium,37213,0.85438,TN,2015-04-22T00:00:00,Texans at Titans,2015-12-27T18:00:00,0.80998,False,2015-12-27T22:00:00,2594465,Tennessee Titans,Houston Texans,0.76115,0.8134,2015-12-27,18:00:00,30
54,93,4273.0,146.0,54.0,54.0,1365.0,2016-01-03T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Jaguars at Texans,2016-01-03T18:00:00,0.85215,False,2016-01-03T22:00:00,2594278,Houston Texans,Jacksonville Jaguars,0.8134,0.7261,2016-01-03,18:00:00,37
55,94,726.0,73.0,44.0,44.0,444.0,2015-11-29T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Buccaneers at Colts,2015-11-29T18:00:00,0.81562,False,2015-11-29T22:00:00,2594318,Indianapolis Colts,Tampa Bay Buccaneers,0.7948,0.78044,2015-11-29,18:00:00,2
56,95,3029.0,148.0,77.0,77.0,1411.0,2015-12-06T20:30:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Colts at Steelers,2015-12-07T01:30:00,0.8641,False,2015-12-07T05:30:00,2594298,Pittsburgh Steelers,Indianapolis Colts,0.81684,0.7948,2015-12-07,01:30:00,10
57,96,1742.0,103.0,37.0,37.0,511.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Colts at Jaguars,2015-12-13T18:00:00,0.79412,False,2015-12-13T22:00:00,2594405,Jacksonville Jaguars,Indianapolis Colts,0.7261,0.7948,2015-12-13,18:00:00,16
58,97,3276.0,95.0,44.0,44.0,2326.0,2015-12-20T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Texans at Colts,2015-12-20T18:00:00,0.84986,False,2015-12-20T22:00:00,2594389,Indianapolis Colts,Houston Texans,0.7948,0.8134,2015-12-20,18:00:00,23
59,98,1923.0,220.0,68.0,68.0,1630.0,2015-12-27T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Colts at Dolphins,2015-12-27T18:00:00,0.83236,False,2015-12-27T22:00:00,2594326,Miami Dolphins,Indianapolis Colts,0.80367,0.7948,2015-12-27,18:00:00,30
60,99,4821.0,92.0,32.0,32.0,1213.0,2016-01-03T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Titans at Colts,2016-01-03T18:00:00,0.84281,False,2016-01-03T22:00:00,2594387,Indianapolis Colts,Tennessee Titans,0.7948,0.76115,2016-01-03,18:00:00,37
61,100,818.0,88.0,40.0,40.0,347.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Chargers at Jaguars,2015-11-29T18:00:00,0.79654,False,2015-11-29T22:00:00,2594400,Jacksonville Jaguars,San Diego Chargers,0.7261,0.83726,2015-11-29,18:00:00,2
62,101,2054.0,77.0,23.0,23.0,1269.0,2015-12-06T12:00:00,2015-04-22T00:00:00,1 Titans Way,Nashville,US,"Nashville, TN 37213",1126,Nissan Stadium,37213,0.85438,TN,2015-04-22T00:00:00,Jaguars at Titans,2015-12-06T18:00:00,0.7876,False,2015-12-06T22:00:00,2594323,Tennessee Titans,Jacksonville Jaguars,0.76115,0.7261,2015-12-06,18:00:00,9
63,102,1742.0,103.0,37.0,37.0,511.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Colts at Jaguars,2015-12-13T18:00:00,0.79412,False,2015-12-13T22:00:00,2594405,Jacksonville Jaguars,Indianapolis Colts,0.7261,0.7948,2015-12-13,18:00:00,16
