,index,listing_count,avg_price,lowest_price_good_deal,lowest_price,highest_price,datetime_local,created_at,address,city,country,extended_address,venueid,venuename,postal_code,venuescore,venuestate,announce_date,short_title,datetime_utc,ticket_score,datetime_tbd,visible_until_utc,id,home_team,away_team,hometeamscore,awayteamscore,dateutc,timeutc,daysaway
0,1,565.0,86.0,38.0,38.0,351.0,2015-11-27T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Wizards at Celtics,2015-11-28T00:30:00,0.78197,False,2015-11-28T04:30:00,2759719,Boston Celtics,Washington Wizards,0.7491,0.71482,2015-11-28,00:30:00,2
1,3,311.0,50.0,12.0,12.0,487.0,2015-11-29T18:00:00,2015-08-13T00:00:00,400 West Church Street,Orlando,US,"Orlando, FL 32801",2652,Amway Center,32801,0.76076,FL,2015-08-13T00:00:00,Celtics at Magic,2015-11-29T23:00:00,0.71332,False,2015-11-30T03:00:00,2759739,Orlando Magic,Boston Celtics,0.67888,0.74912,2015-11-29,23:00:00,3
2,4,2198.0,67.0,17.0,17.0,3548.0,2015-11-30T19:30:00,2015-08-13T00:00:00,601 Biscayne Blvd,Miami,US,"Miami, FL 33132",183,American Airlines Arena,33132,0.85785,FL,2015-08-13T00:00:00,Celtics at Heat,2015-12-01T00:30:00,0.8013,False,2015-12-01T04:30:00,2759732,Miami Heat,Boston Celtics,0.78556,0.7491,2015-12-01,00:30:00,5
3,6,1319.0,141.0,28.0,28.0,1266.0,2015-12-05T19:30:00,2015-08-13T00:00:00,1 AT&T Center,San Antonio,US,"San Antonio, TX 78219",185,AT&T Center,78219,0.76469,TX,2015-08-13T00:00:00,Celtics at Spurs,2015-12-06T01:30:00,0.76659,False,2015-12-06T05:30:00,2759759,San Antonio Spurs,Boston Celtics,0.70488,0.7491,2015-12-06,01:30:00,10
4,7,1494.0,34.0,6.0,6.0,813.0,2015-12-07T19:00:00,2015-08-13T00:00:00,1501 Girod Street,New Orleans,US,"New Orleans, LA 70113",184,Smoothie King Center,70113,0.75731,LA,2015-08-13T00:00:00,Celtics at Pelicans,2015-12-08T01:00:00,0.73714,False,2015-12-08T05:00:00,2759738,New Orleans Pelicans,Boston Celtics,0.6474,0.7491,2015-12-08,01:00:00,12
5,8,2556.0,82.0,29.0,29.0,602.0,2015-12-09T19:00:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Bulls at Celtics,2015-12-10T00:00:00,0.80823,False,2015-12-10T04:00:00,2759699,Boston Celtics,Chicago Bulls,0.7491,0.76158,2015-12-10,00:00:00,14
6,9,1499.0,212.0,84.0,84.0,4622.0,2015-12-11T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85463,MA,2015-08-13T00:00:00,Warriors at Celtics,2015-12-12T00:30:00,0.81496,False,2015-12-12T04:30:00,2760121,Boston Celtics,Golden State Warriors,0.74912,0.7593,2015-12-12,00:30:00,16
7,12,708.0,131.0,28.0,28.0,1167.0,2015-12-12T19:00:00,2015-08-13T00:00:00,333 East Trade Street,Charlotte,US,"Charlotte, NC 28202",112,Time Warner Cable Arena,28202,0.74854,NC,2015-08-13T00:00:00,Celtics at Hornets,2015-12-13T00:00:00,0.72424,False,2015-12-13T04:00:00,2759887,Charlotte Hornets,Boston Celtics,0.66095,0.7491,2015-12-13,00:00:00,17
8,14,2564.0,165.0,66.0,66.0,1336.0,2015-12-15T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Cavaliers at Celtics,2015-12-16T00:30:00,0.8271,False,2015-12-16T04:30:00,2759715,Boston Celtics,Cleveland Cavaliers,0.7491,0.6441,2015-12-16,00:30:00,20
9,15,1084.0,44.0,7.0,7.0,509.0,2015-12-16T19:30:00,2015-08-13T00:00:00,6 Championship Drive,Auburn Hills,US,"Auburn Hills, MI 48326",137,The Palace of Auburn Hills,48326,0.75089,MI,2015-08-13T00:00:00,Celtics at Pistons,2015-12-17T00:30:00,0.72006,False,2015-12-17T04:30:00,2759753,Detroit Pistons,Boston Celtics,0.63662,0.7491,2015-12-17,00:30:00,21
10,17,2459.0,89.0,24.0,24.0,1129.0,2015-12-18T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Hawks at Celtics,2015-12-19T00:30:00,0.78877,False,2015-12-19T04:30:00,2759703,Boston Celtics,Atlanta Hawks,0.7491,0.68801,2015-12-19,00:30:00,23
11,22,2349.0,76.0,22.0,22.0,11153.0,2015-12-21T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Timberwolves at Celtics,2015-12-22T00:30:00,0.79,False,2015-12-22T04:30:00,2759726,Boston Celtics,Minnesota Timberwolves,0.7491,0.64841,2015-12-22,00:30:00,26
12,23,720.0,89.0,10.0,10.0,1167.0,2015-12-23T19:00:00,2015-08-13T00:00:00,333 East Trade Street,Charlotte,US,"Charlotte, NC 28202",112,Time Warner Cable Arena,28202,0.74854,NC,2015-08-13T00:00:00,Celtics at Hornets,2015-12-24T00:00:00,0.72214,False,2015-12-24T04:00:00,2759898,Charlotte Hornets,Boston Celtics,0.66095,0.7491,2015-12-24,00:00:00,28
13,24,957.0,80.0,17.0,17.0,672.0,2015-12-26T19:30:00,2015-08-13T00:00:00,6 Championship Drive,Auburn Hills,US,"Auburn Hills, MI 48326",137,The Palace of Auburn Hills,48326,0.75089,MI,2015-08-13T00:00:00,Celtics at Pistons,2015-12-27T00:30:00,0.7293,False,2015-12-27T04:30:00,2759746,Detroit Pistons,Boston Celtics,0.63662,0.7491,2015-12-27,00:30:00,31
14,25,2152.0,119.0,51.0,51.0,6026.0,2015-12-27T19:00:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Knicks at Celtics,2015-12-28T00:00:00,0.81922,False,2015-12-28T04:00:00,2759828,Boston Celtics,New York Knicks,0.7491,0.81208,2015-12-28,00:00:00,32
15,27,2249.0,168.0,74.0,74.0,1310.0,2015-12-30T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85463,MA,2015-08-13T00:00:00,Lakers at Celtics,2015-12-31T00:30:00,0.829,False,2015-12-31T04:30:00,2759730,Boston Celtics,Los Angeles Lakers,0.74912,0.76225,2015-12-31,00:30:00,35
16,28,2145.0,121.0,48.0,48.0,3818.0,2016-01-02T15:00:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Nets at Celtics,2016-01-02T20:00:00,0.80473,False,2016-01-03T00:00:00,2759705,Boston Celtics,Brooklyn Nets,0.7491,0.75544,2016-01-02,20:00:00,37
17,29,1450.0,103.5,22.0,22.0,2830.0,2016-01-04T19:30:00,2015-08-13T00:00:00,620 Atlantic Avenue,Brooklyn,US,"Brooklyn, NY 11217",7546,Barclays Center,11217,0.84648,NY,2015-08-13T00:00:00,Celtics at Nets,2016-01-05T00:30:00,0.78436,False,2016-01-05T04:30:00,2759747,Brooklyn Nets,Boston Celtics,0.75544,0.7491,2016-01-05,00:30:00,40
18,30,2568.0,69.0,17.0,17.0,1151.0,2016-01-06T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Pistons at Celtics,2016-01-07T00:30:00,0.78795,False,2016-01-07T04:30:00,2759717,Boston Celtics,Detroit Pistons,0.7491,0.63662,2016-01-07,00:30:00,42
19,31,1397.0,125.0,42.0,42.0,2206.0,2016-01-07T19:00:00,2015-08-13T00:00:00,1901 W Madison St,Chicago,US,"Chicago, IL 60612",136,United Center,60612,0.85185,IL,2015-08-13T00:00:00,Celtics at Bulls,2016-01-08T01:00:00,0.80735,False,2016-01-08T05:00:00,2759755,Chicago Bulls,Boston Celtics,0.76158,0.7491,2016-01-08,01:00:00,43
20,32,947.0,67.0,10.0,10.0,1142.0,2016-01-10T17:00:00,2015-08-13T00:00:00,191 Beale Street,Memphis,US,"Memphis, TN 38103",1243,FedExForum,38103,0.75195,TN,2015-08-13T00:00:00,Celtics at Grizzlies,2016-01-10T23:00:00,0.73697,False,2016-01-11T03:00:00,2759742,Memphis Grizzlies,Boston Celtics,0.67405,0.7491,2016-01-10,23:00:00,45
21,33,4620.0,139.0,57.0,57.0,4914.0,2016-01-12T19:30:00,2015-08-13T00:00:00,4 Pennsylvania Plaza,New York,US,"New York, NY 10001",93,Madison Square Garden,10001,0.89802,NY,2015-08-13T00:00:00,Celtics at Knicks,2016-01-13T00:30:00,0.86406,False,2016-01-13T04:30:00,2759769,New York Knicks,Boston Celtics,0.81208,0.7491,2016-01-13,00:30:00,48
22,34,2593.0,68.0,18.0,18.0,1126.0,2016-01-13T20:00:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Pacers at Celtics,2016-01-14T01:00:00,0.78764,False,2016-01-14T05:00:00,2759713,Boston Celtics,Indiana Pacers,0.7491,0.67729,2016-01-14,01:00:00,49
23,35,2503.0,87.0,27.0,27.0,3015.0,2016-01-15T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Suns at Celtics,2016-01-16T00:30:00,0.79593,False,2016-01-16T04:30:00,2759707,Boston Celtics,Phoenix Suns,0.7491,0.65566,2016-01-16,00:30:00,51
24,36,2315.0,97.0,24.0,24.0,3981.0,2016-01-16T19:00:00,2015-08-13T00:00:00,601 F Street NW,Washington,US,"Washington, DC 20004",181,Verizon Center,20004,0.80693,DC,2015-08-13T00:00:00,Celtics at Wizards,2016-01-17T00:00:00,0.8016,False,2016-01-17T04:00:00,2759745,Washington Wizards,Boston Celtics,0.71482,0.7491,2016-01-17,00:00:00,52
25,37,1980.0,58.0,7.0,7.0,5759.0,2016-01-18T19:30:00,2015-08-13T00:00:00,2500 Victory Avenue,Dallas,US,"Dallas, TX 75219",117,American Airlines Center,75219,0.8047,TX,2015-08-13T00:00:00,Celtics at Mavericks,2016-01-19T01:30:00,0.77876,False,2016-01-19T05:30:00,2759748,Dallas Mavericks,Boston Celtics,0.72547,0.74912,2016-01-19,01:30:00,54
26,38,1029.0,73.0,29.0,29.0,12544.0,2016-01-20T19:30:00,2015-08-13T00:00:00,40 Bay Street,Toronto,Canada,"Toronto, Canada",91,Air Canada Centre,M5J 2X2,0.79621,ON,2015-08-13T00:00:00,Celtics at Raptors,2016-01-21T00:30:00,0.74961,False,2016-01-21T04:30:00,2759741,Toronto Raptors,Boston Celtics,0.68519,0.7491,2016-01-21,00:30:00,56
27,39,2499.0,135.0,39.0,39.0,5775.0,2016-01-22T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85463,MA,2015-08-13T00:00:00,Bulls at Celtics,2016-01-23T00:30:00,0.82361,False,2016-01-23T04:30:00,2759711,Boston Celtics,Chicago Bulls,0.74912,0.76158,2016-01-23,00:30:00,58
28,40,1523.0,80.0,20.0,20.0,1392.0,2016-01-23T19:00:00,2015-08-13T00:00:00,3601 S Broad St,Philadelphia,US,"Philadelphia, PA 19148",3148,Wells Fargo Center,19148,0.81638,PA,2015-08-13T00:00:00,Celtics at 76ers,2016-01-24T00:00:00,0.75717,False,2016-01-24T04:00:00,2759752,Philadelphia 76ers,Boston Celtics,0.70023,0.7491,2016-01-24,00:00:00,59
29,41,2662.0,79.0,10.0,10.0,3099.0,2016-01-25T19:00:00,2015-08-13T00:00:00,601 F Street NW,Washington,US,"Washington, DC 20004",181,Verizon Center,20004,0.80693,DC,2015-08-13T00:00:00,Celtics at Wizards,2016-01-26T00:00:00,0.78217,False,2016-01-26T04:00:00,2759757,Washington Wizards,Boston Celtics,0.71482,0.7491,2016-01-26,00:00:00,61
30,42,2757.0,66.5,17.0,17.0,1126.0,2016-01-27T19:30:00,2015-08-13T00:00:00,100 Legends Way,Boston,US,"Boston, MA 02114",1544,TD Garden,02114,0.85462,MA,2015-08-13T00:00:00,Nuggets at Celtics,2016-01-28T00:30:00,0.79126,False,2016-01-28T04:30:00,2759702,Boston Celtics,Denver Nuggets,0.7491,0.66604,2016-01-28,00:30:00,63
