,index,listing_count,avg_price,lowest_price_good_deal,lowest_price,highest_price,datetime_local,created_at,address,city,country,extended_address,venueid,venuename,postal_code,venuescore,venuestate,announce_date,short_title,datetime_utc,ticket_score,datetime_tbd,visible_until_utc,id,home_team,away_team,hometeamscore,awayteamscore,dateutc,timeutc,daysaway
10,10,1921.0,220.0,74.0,74.0,1428.0,2015-12-27T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Colts at Dolphins,2015-12-27T18:00:00,0.83262,False,2015-12-27T22:00:00,2594326,Miami Dolphins,Indianapolis Colts,0.80367,0.7948,2015-12-27,18:00:00,31
11,11,825.0,443.0,198.0,198.0,2315.0,2016-01-03T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Patriots at Dolphins,2016-01-03T18:00:00,0.83716,False,2016-01-03T22:00:00,2594472,Miami Dolphins,New England Patriots,0.80367,0.84576,2016-01-03,18:00:00,38
12,14,509.0,281.0,155.0,155.0,1266.0,2015-11-29T18:30:00,2015-04-22T00:00:00,1701 Bryant St.,Denver,US,"Denver, CO 80204",1131,Sports Authority Field at Mile High,80204,0.91152,CO,2015-04-22T00:00:00,Patriots at Broncos,2015-11-30T01:30:00,0.86329,False,2015-11-30T05:30:00,2594496,Denver Broncos,New England Patriots,0.82325,0.84576,2015-11-30,01:30:00,4
13,16,638.0,557.0,313.0,313.0,5702.0,2015-12-06T16:25:00,2015-04-22T00:00:00,1 Patriot Place,Foxborough,US,"Foxborough, MA 02035",33,Gillette Stadium,02035,0.90237,MA,2015-04-22T00:00:00,Eagles at Patriots,2015-12-06T21:25:00,0.85598,False,2015-12-07T01:25:00,2594477,New England Patriots,Philadelphia Eagles,0.84576,0.82966,2015-12-06,21:25:00,10
14,20,1984.0,383.5,204.0,204.0,2155.0,2015-12-13T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Patriots at Texans,2015-12-13T18:00:00,0.86942,False,2015-12-13T22:00:00,2594441,Houston Texans,New England Patriots,0.8134,0.84576,2015-12-13,18:00:00,17
15,25,655.0,494.0,274.0,260.0,5742.0,2015-12-20T13:00:00,2015-04-22T00:00:00,1 Patriot Place,Foxborough,US,"Foxborough, MA 02035",33,Gillette Stadium,02035,0.90237,MA,2015-04-22T00:00:00,Titans at Patriots,2015-12-20T18:00:00,0.84332,False,2015-12-20T22:00:00,2594478,New England Patriots,Tennessee Titans,0.84576,0.76115,2015-12-20,18:00:00,24
16,26,5877.0,245.0,110.0,110.0,5742.0,2015-12-27T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Patriots at Jets,2015-12-27T18:00:00,0.90148,False,2015-12-27T22:00:00,2594290,New York Jets,New England Patriots,0.84751,0.84576,2015-12-27,18:00:00,31
17,29,825.0,443.0,198.0,198.0,2315.0,2016-01-03T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Patriots at Dolphins,2016-01-03T18:00:00,0.83716,False,2016-01-03T22:00:00,2594472,Miami Dolphins,New England Patriots,0.80367,0.84576,2016-01-03,18:00:00,38
18,54,2283.0,91.0,36.0,36.0,1046.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Dolphins at Jets,2015-11-29T18:00:00,0.87448,False,2015-11-29T22:00:00,2594509,New York Jets,Miami Dolphins,0.84751,0.80367,2015-11-29,18:00:00,3
19,55,1873.0,454.0,268.0,268.0,2881.0,2015-12-06T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Jets at Giants,2015-12-06T18:00:00,0.89079,False,2015-12-06T22:00:00,2594566,New York Giants,New York Jets,0.85936,0.84751,2015-12-06,18:00:00,10
20,56,7391.0,123.0,33.0,33.0,1046.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Titans at Jets,2015-12-13T18:00:00,0.88342,False,2015-12-13T22:00:00,2594507,New York Jets,Tennessee Titans,0.84751,0.76115,2015-12-13,18:00:00,17
21,58,4694.0,278.0,108.0,108.0,25395.0,2015-12-19T19:25:00,2015-04-22T00:00:00,1 Legends Way,Arlington,US,"Arlington, TX 76011",4965,AT&T Stadium,76011,0.98412,TX,2015-04-22T00:00:00,Jets at Cowboys,2015-12-20T01:25:00,0.91741,False,2015-12-20T05:25:00,2594315,Dallas Cowboys,New York Jets,0.88172,0.84751,2015-12-20,01:25:00,24
22,59,5877.0,245.0,110.0,110.0,5742.0,2015-12-27T13:00:00,2015-04-22T00:00:00,1 MetLife Stadium Drive,East Rutherford,US,"East Rutherford, NJ 07073",1587,MetLife Stadium,07073,0.96016,NJ,2015-04-22T00:00:00,Patriots at Jets,2015-12-27T18:00:00,0.90148,False,2015-12-27T22:00:00,2594290,New York Jets,New England Patriots,0.84751,0.84576,2015-12-27,18:00:00,31
23,60,5042.0,87.0,32.0,32.0,5775.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Bills Drive,Orchard Park,US,"Orchard Park, NY 14127",1135,Ralph Wilson Stadium,14127,0.90079,NY,2015-04-22T00:00:00,Jets at Bills,2016-01-03T18:00:00,0.84746,False,2016-01-03T22:00:00,2594532,Buffalo Bills,New York Jets,0.79211,0.84751,2016-01-03,18:00:00,38
24,63,2777.0,42.0,15.0,15.0,352.0,2015-11-30T20:30:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Ravens at Browns,2015-12-01T01:30:00,0.82062,False,2015-12-01T05:30:00,2594516,Cleveland Browns,Baltimore Ravens,0.77382,0.79878,2015-12-01,01:30:00,5
25,64,1676.0,185.5,61.0,61.0,1233.0,2015-12-06T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Ravens at Dolphins,2015-12-06T18:00:00,0.82762,False,2015-12-06T22:00:00,2594468,Miami Dolphins,Baltimore Ravens,0.80367,0.79878,2015-12-06,18:00:00,10
26,65,2906.0,141.0,52.0,52.0,342527.0,2015-12-13T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Seahawks at Ravens,2015-12-14T01:30:00,0.86309,False,2015-12-14T05:30:00,2594412,Baltimore Ravens,Seattle Seahawks,0.79878,0.83942,2015-12-14,01:30:00,18
27,66,2809.0,122.0,41.0,41.0,1181.0,2015-12-20T13:00:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Chiefs at Ravens,2015-12-20T18:00:00,0.8388,False,2015-12-20T22:00:00,2594415,Baltimore Ravens,Kansas City Chiefs,0.79878,0.79483,2015-12-20,18:00:00,24
28,67,2212.0,245.0,100.0,100.0,1855.0,2015-12-27T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Steelers at Ravens,2015-12-28T01:30:00,0.85654,False,2015-12-28T05:30:00,2594416,Baltimore Ravens,Pittsburgh Steelers,0.79878,0.81684,2015-12-28,01:30:00,32
29,68,4224.0,139.0,50.0,50.0,1365.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Ravens at Bengals,2016-01-03T18:00:00,0.84105,False,2016-01-03T22:00:00,2594288,Cincinnati Bengals,Baltimore Ravens,0.78914,0.79878,2016-01-03,18:00:00,38
30,69,1661.0,97.0,52.0,52.0,1370.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Rams at Bengals,2015-11-29T18:00:00,0.82045,False,2015-11-29T22:00:00,2594446,Cincinnati Bengals,St. Louis Rams,0.78914,0.76561,2015-11-29,18:00:00,3
31,70,4344.0,71.0,20.0,20.0,1149.0,2015-12-06T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Bengals at Browns,2015-12-06T18:00:00,0.82903,False,2015-12-06T22:00:00,2594515,Cleveland Browns,Cincinnati Bengals,0.77382,0.78914,2015-12-06,18:00:00,10
32,71,3116.0,216.0,108.0,108.0,2284.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Steelers at Bengals,2015-12-13T18:00:00,0.84182,False,2015-12-13T22:00:00,2594449,Cincinnati Bengals,Pittsburgh Steelers,0.78914,0.81684,2015-12-13,18:00:00,17
33,72,5430.0,140.0,48.0,48.0,1408.0,2015-12-20T17:30:00,2015-04-22T00:00:00,4900 Marie P DeBartolo Way,Santa Clara,US,"Santa Clara, CA 95054",58670,Levi's Stadium,95054,0.973,CA,2015-04-22T00:00:00,Bengals at 49ers,2015-12-21T01:30:00,0.89167,False,2015-12-21T05:30:00,2594489,San Francisco 49ers,Cincinnati Bengals,0.85814,0.78914,2015-12-21,01:30:00,25
34,73,1694.0,376.0,165.0,165.0,1769.0,2015-12-28T18:30:00,2015-04-22T00:00:00,1701 Bryant St.,Denver,US,"Denver, CO 80204",1131,Sports Authority Field at Mile High,80204,0.91152,CO,2015-04-22T00:00:00,Bengals at Broncos,2015-12-29T01:30:00,0.85479,False,2015-12-29T05:30:00,2594499,Denver Broncos,Cincinnati Bengals,0.82325,0.78914,2015-12-29,01:30:00,33
35,74,4224.0,139.0,50.0,50.0,1365.0,2016-01-03T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Ravens at Bengals,2016-01-03T18:00:00,0.84105,False,2016-01-03T22:00:00,2594288,Cincinnati Bengals,Baltimore Ravens,0.78914,0.79878,2016-01-03,18:00:00,38
36,75,2777.0,42.0,15.0,15.0,352.0,2015-11-30T20:30:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Ravens at Browns,2015-12-01T01:30:00,0.82062,False,2015-12-01T05:30:00,2594516,Cleveland Browns,Baltimore Ravens,0.77382,0.79878,2015-12-01,01:30:00,5
37,76,4344.0,71.0,20.0,20.0,1149.0,2015-12-06T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Bengals at Browns,2015-12-06T18:00:00,0.82903,False,2015-12-06T22:00:00,2594515,Cleveland Browns,Cincinnati Bengals,0.77382,0.78914,2015-12-06,18:00:00,10
38,77,6232.0,51.0,9.0,9.0,1212.0,2015-12-13T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,49ers at Browns,2015-12-13T18:00:00,0.85734,False,2015-12-13T22:00:00,2594512,Cleveland Browns,San Francisco 49ers,0.77382,0.85814,2015-12-13,18:00:00,17
39,78,1853.0,328.0,147.0,147.0,1542.0,2015-12-20T13:05:00,2015-04-22T00:00:00,800 Occidental Avenue South,Seattle,US,"Seattle, WA 98134",339,CenturyLink Field,98134,0.88401,WA,2015-04-22T00:00:00,Browns at Seahawks,2015-12-20T21:05:00,0.86119,False,2015-12-21T01:05:00,2594482,Seattle Seahawks,Cleveland Browns,0.83942,0.77382,2015-12-20,21:05:00,24
40,79,7787.0,58.0,11.0,11.0,1218.0,2015-12-27T12:00:00,2015-04-22T00:00:00,1 Arrowhead Drive,Kansas City,US,"Kansas City, MO 64129",1128,Arrowhead Stadium,64129,0.89481,MO,2015-04-22T00:00:00,Browns at Chiefs,2015-12-27T18:00:00,0.83528,False,2015-12-27T22:00:00,2594312,Kansas City Chiefs,Cleveland Browns,0.79483,0.77382,2015-12-27,18:00:00,31
41,80,6120.0,92.0,28.0,28.0,11444.0,2016-01-03T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Steelers at Browns,2016-01-03T18:00:00,0.85546,False,2016-01-03T22:00:00,2594517,Cleveland Browns,Pittsburgh Steelers,0.77382,0.81684,2016-01-03,18:00:00,38
42,81,,,,,,2015-11-28T11:00:00,2015-11-04T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-11-04T00:00:00,Pittsburgh Steelers at Wpial Football,2015-11-28T16:00:00,0.85357,False,2015-11-28T20:00:00,2903388,Wpial Football,Pittsburgh Steelers,0.41818,0.81684,2015-11-28,16:00:00,2
43,82,626.0,326.0,194.0,194.0,5260.0,2015-11-29T13:25:00,2015-04-22T00:00:00,800 Occidental Avenue South,Seattle,US,"Seattle, WA 98134",339,CenturyLink Field,98134,0.88401,WA,2015-04-22T00:00:00,Steelers at Seahawks,2015-11-29T21:25:00,0.86761,False,2015-11-30T01:25:00,2594481,Seattle Seahawks,Pittsburgh Steelers,0.83942,0.81684,2015-11-29,21:25:00,3
44,83,3043.0,152.0,80.0,80.0,1411.0,2015-12-06T20:30:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Colts at Steelers,2015-12-07T01:30:00,0.86235,False,2015-12-07T05:30:00,2594298,Pittsburgh Steelers,Indianapolis Colts,0.81684,0.7948,2015-12-07,01:30:00,11
45,84,3116.0,216.0,108.0,108.0,2284.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Paul Brown Stadium,Cincinnati,US,"Cincinnati, OH 45202",1124,Paul Brown Stadium,45202,0.87151,OH,2015-04-22T00:00:00,Steelers at Bengals,2015-12-13T18:00:00,0.84182,False,2015-12-13T22:00:00,2594449,Cincinnati Bengals,Pittsburgh Steelers,0.78914,0.81684,2015-12-13,18:00:00,17
46,85,2708.0,226.0,101.0,101.0,1747.0,2015-12-20T16:25:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Broncos at Steelers,2015-12-20T21:25:00,0.8701,False,2015-12-21T01:25:00,2594583,Pittsburgh Steelers,Denver Broncos,0.81684,0.82325,2015-12-20,21:25:00,24
47,86,2212.0,245.0,100.0,100.0,1855.0,2015-12-27T20:30:00,2015-04-22T00:00:00,1101 Russell St,Baltimore,US,"Baltimore, MD 21230",1121,M&T Bank Stadium,21230,0.89962,MD,2015-04-22T00:00:00,Steelers at Ravens,2015-12-28T01:30:00,0.85654,False,2015-12-28T05:30:00,2594416,Baltimore Ravens,Pittsburgh Steelers,0.79878,0.81684,2015-12-28,01:30:00,32
48,87,6120.0,92.0,28.0,28.0,11444.0,2016-01-03T13:00:00,2015-04-22T00:00:00,100 Alfred Lerner Way,Cleveland,US,"Cleveland, OH 44114",1123,FirstEnergy Stadium,44114,0.8765,OH,2015-04-22T00:00:00,Steelers at Browns,2016-01-03T18:00:00,0.85546,False,2016-01-03T22:00:00,2594517,Cleveland Browns,Pittsburgh Steelers,0.77382,0.81684,2016-01-03,18:00:00,38
49,88,815.0,235.0,133.0,133.0,897.0,2015-11-29T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Saints at Texans,2015-11-29T18:00:00,0.8435,False,2015-11-29T22:00:00,2594439,Houston Texans,New Orleans Saints,0.8134,0.80042,2015-11-29,18:00:00,3
50,89,4578.0,79.0,38.0,38.0,5775.0,2015-12-06T13:00:00,2015-04-22T00:00:00,1 Bills Drive,Orchard Park,US,"Orchard Park, NY 14127",1135,Ralph Wilson Stadium,14127,0.90079,NY,2015-04-22T00:00:00,Texans at Bills,2015-12-06T18:00:00,0.8408,False,2015-12-06T22:00:00,2594531,Buffalo Bills,Houston Texans,0.79211,0.8134,2015-12-06,18:00:00,10
51,90,1984.0,383.5,204.0,204.0,2155.0,2015-12-13T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Patriots at Texans,2015-12-13T18:00:00,0.86942,False,2015-12-13T22:00:00,2594441,Houston Texans,New England Patriots,0.8134,0.84576,2015-12-13,18:00:00,17
52,91,3364.0,95.0,43.0,43.0,2326.0,2015-12-20T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Texans at Colts,2015-12-20T18:00:00,0.8502,False,2015-12-20T22:00:00,2594389,Indianapolis Colts,Houston Texans,0.7948,0.8134,2015-12-20,18:00:00,24
53,92,2202.0,98.0,27.0,27.0,1233.0,2015-12-27T12:00:00,2015-04-22T00:00:00,1 Titans Way,Nashville,US,"Nashville, TN 37213",1126,Nissan Stadium,37213,0.85438,TN,2015-04-22T00:00:00,Texans at Titans,2015-12-27T18:00:00,0.81084,False,2015-12-27T22:00:00,2594465,Tennessee Titans,Houston Texans,0.76115,0.8134,2015-12-27,18:00:00,31
54,93,4339.0,145.0,54.0,54.0,1365.0,2016-01-03T12:00:00,2015-04-22T00:00:00,1 Reliant Park,Houston,US,"Houston, TX 77054",41,NRG Stadium,77054,0.8433,TX,2015-04-22T00:00:00,Jaguars at Texans,2016-01-03T18:00:00,0.85124,False,2016-01-03T22:00:00,2594278,Houston Texans,Jacksonville Jaguars,0.8134,0.7261,2016-01-03,18:00:00,38
55,94,804.0,73.0,42.0,42.0,444.0,2015-11-29T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Buccaneers at Colts,2015-11-29T18:00:00,0.82362,False,2015-11-29T22:00:00,2594318,Indianapolis Colts,Tampa Bay Buccaneers,0.7948,0.78044,2015-11-29,18:00:00,3
56,95,3043.0,152.0,80.0,80.0,1411.0,2015-12-06T20:30:00,2015-04-22T00:00:00,100 Art Rooney Avenue,Pittsburgh,US,"Pittsburgh, PA 15212",1119,Heinz Field,15212,0.90159,PA,2015-04-22T00:00:00,Colts at Steelers,2015-12-07T01:30:00,0.86235,False,2015-12-07T05:30:00,2594298,Pittsburgh Steelers,Indianapolis Colts,0.81684,0.7948,2015-12-07,01:30:00,11
57,96,1729.0,107.0,42.0,42.0,511.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Colts at Jaguars,2015-12-13T18:00:00,0.79495,False,2015-12-13T22:00:00,2594405,Jacksonville Jaguars,Indianapolis Colts,0.7261,0.7948,2015-12-13,18:00:00,17
58,97,3364.0,95.0,43.0,43.0,2326.0,2015-12-20T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Texans at Colts,2015-12-20T18:00:00,0.8502,False,2015-12-20T22:00:00,2594389,Indianapolis Colts,Houston Texans,0.7948,0.8134,2015-12-20,18:00:00,24
59,98,1921.0,220.0,74.0,74.0,1428.0,2015-12-27T13:00:00,2015-04-22T00:00:00,2269 NW 199th St,Miami Gardens,US,"Miami Gardens, FL 33056",29,Sun Life Stadium,33056,0.84595,FL,2015-04-22T00:00:00,Colts at Dolphins,2015-12-27T18:00:00,0.83262,False,2015-12-27T22:00:00,2594326,Miami Dolphins,Indianapolis Colts,0.80367,0.7948,2015-12-27,18:00:00,31
60,99,4872.0,92.0,32.0,32.0,1213.0,2016-01-03T13:00:00,2015-04-22T00:00:00,500 South Capitol Ave.,Indianapolis,US,"Indianapolis, IN 46225",1130,Lucas Oil Stadium,46225,0.92002,IN,2015-04-22T00:00:00,Titans at Colts,2016-01-03T18:00:00,0.84318,False,2016-01-03T22:00:00,2594387,Indianapolis Colts,Tennessee Titans,0.7948,0.76115,2016-01-03,18:00:00,38
61,100,950.0,88.0,37.0,37.0,347.0,2015-11-29T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Chargers at Jaguars,2015-11-29T18:00:00,0.79887,False,2015-11-29T22:00:00,2594400,Jacksonville Jaguars,San Diego Chargers,0.7261,0.83726,2015-11-29,18:00:00,3
62,101,2068.0,77.0,23.0,23.0,1269.0,2015-12-06T12:00:00,2015-04-22T00:00:00,1 Titans Way,Nashville,US,"Nashville, TN 37213",1126,Nissan Stadium,37213,0.85438,TN,2015-04-22T00:00:00,Jaguars at Titans,2015-12-06T18:00:00,0.78854,False,2015-12-06T22:00:00,2594323,Tennessee Titans,Jacksonville Jaguars,0.76115,0.7261,2015-12-06,18:00:00,10
63,102,1729.0,107.0,42.0,42.0,511.0,2015-12-13T13:00:00,2015-04-22T00:00:00,1 Everbank Field,Jacksonville,US,"Jacksonville, FL 32202",5178,EverBank Field,32202,0.84752,FL,2015-04-22T00:00:00,Colts at Jaguars,2015-12-13T18:00:00,0.79495,False,2015-12-13T22:00:00,2594405,Jacksonville Jaguars,Indianapolis Colts,0.7261,0.7948,2015-12-13,18:00:00,17
